# B1 种子 3：领域名词（工作/经济/学习/媒体/健康/法律/政治/社会/自然/城市/交通/情感/思维）
el negocio|生意；商店|n|工作|Su negocio crece muy rápido.|他的生意发展很快。|hacer negocios
el puesto|职位|n|工作|Hay un puesto libre en mi empresa.|我公司有个空缺职位。|puesto de trabajo
la cita|预约；约会|n|健康|Tengo cita con el dentista.|我和牙医有预约。|tener cita con
la vacuna|疫苗|n|健康|La vacuna se pone en el brazo.|疫苗打在手臂上。
la operación|手术|n|健康|La operación sale muy bien.|手术很成功。
la terapia|疗法|n|健康|La terapia me ayuda mucho.|疗法对我帮助很大。
la depresión|抑郁|n|健康|La depresión se puede tratar.|抑郁症可以治疗。
el estrés|压力|n|健康|El estrés afecta al sueño.|压力影响睡眠。
la ansiedad|焦虑|n|健康|La ansiedad aparece antes del examen.|考试前出现焦虑。
la adicción|瘾|n|健康|La adicción al móvil es real.|手机成瘾是真实存在的。|adicción a
la clínica|诊所|n|健康|La clínica abre a las ocho.|诊所八点开门。
la enfermera|护士|n|健康|La enfermera toma la tensión.|护士量血压。
el cirujano|外科医生|n|健康|El cirujano opera mañana.|外科医生明天手术。
la ley|法律|n|法律|La ley prohíbe fumar en el bar.|法律禁止在酒吧吸烟。
el juez|法官|n|法律|El juez escucha a los testigos.|法官听取证人陈述。|||los jueces
el juicio|审判|n|法律|El juicio empieza el lunes.|审判周一开始。
el abogado|律师|n|法律|El abogado defiende al acusado.|律师为被告辩护。|||los abogados
el delito|罪行|n|法律|El delito se castiga con cárcel.|该罪行处以监禁。|||los delitos
la multa|罚款|n|法律|Me ponen una multa por aparcar mal.|我因乱停车被罚款。|poner una multa
la cárcel|监狱|n|法律|Pasa tres años en la cárcel.|他在监狱待了三年。
la justicia|司法；正义|n|法律|La justicia llega tarde.|正义会迟到。
el gobierno|政府|n|政治|El gobierno aprueba la reforma.|政府批准改革。
el ministro|部长|n|政治|El ministro habla con la prensa.|部长与媒体交谈。|||los ministros
el partido|政党；比赛|n|政治|El partido gana las elecciones.|该政党赢得选举。
la elección|选举|n|政治|La elección es el próximo domingo.|选举在下周日。|||las elecciones
el voto|选票|n|政治|Mi voto cuenta.|我的选票很重要。
el ciudadano|公民|n|政治|El ciudadano paga sus impuestos.|公民纳税。|||los ciudadanos
el Estado|国家；州|n|政治|El Estado paga las pensiones.|国家支付养老金。
la nación|国家；民族|n|政治|La nación celebra su independencia.|民族庆祝独立。
la frontera|边界|n|旅行|Cruzo la frontera de noche.|我夜间过边境。
el visado|签证|n|旅行|Necesito un visado para entrar.|我入境需要签证。
la política|政治；政策|n|政治|La política del país cambia.|国家政策改变。
la libertad|自由|n|政治|La libertad de expresión es básica.|言论自由是基本权利。|libertad de expresión
la igualdad|平等|n|政治|La igualdad de género avanza.|性别平等在进步。
la democracia|民主|n|政治|La democracia necesita participación.|民主需要参与。
la sociedad|社会|n|社会|La sociedad cambia muy rápido.|社会变化很快。
la comunidad|社区|n|社会|La comunidad se organiza contra el ruido.|社区组织起来反对噪音。
la población|人口|n|社会|La población de la ciudad crece.|城市人口增长。
la minoría|少数群体|n|社会|La minoría tiene voz.|少数群体有发言权。
la contaminación|污染|n|自然|La contaminación del aire empeora.|空气污染恶化。
el humo|烟|n|自然|El humo sale por la ventana.|烟从窗户冒出来。
el reciclaje|回收|n|自然|El reciclaje empieza en casa.|回收从家里开始。
la energía|能源|n|自然|La energía solar es limpia.|太阳能是清洁能源。|energía renovable
el petróleo|石油|n|自然|El petróleo sube de precio.|油价上涨。
el gas|天然气；气体|n|自然|El gas de la cocina no funciona.|厨房的天然气坏了。
la madera|木材|n|自然|La mesa es de madera.|桌子是木制的。
el carbón|煤炭|n|自然|El carbón contamina mucho.|煤污染严重。
la sequía|干旱|n|自然|La sequía arruina la cosecha.|干旱毁掉收成。
la inundación|洪水|n|自然|La inundación cubre las calles.|洪水淹没街道。
el terremoto|地震|n|自然|El terremoto ocurre de madrugada.|地震发生在凌晨。
la avenida|大街|n|城市|La avenida está llena de coches.|大街上满是汽车。
el distrito|区域|n|城市|El distrito centro es caro.|中心区很贵。
la región|地区|n|城市|La región norte es fría.|北部地区很冷。
la provincia|省|n|城市|Vivo en la provincia de Málaga.|我住在马拉加省。
la aldea|村庄|n|城市|La aldea tiene cien habitantes.|村子有一百名居民。
el ayuntamiento|市政厅|n|城市|El ayuntamiento paga la obra.|市政厅支付工程费用。
la construcción|建造|n|城市|La construcción del puente tarda un año.|大桥建造需要一年。
la obra|工程；作品|n|城市|La obra cierra la calle.|工程封闭了街道。
el arquitecto|建筑师|n|城市|El arquitecto diseña la casa.|建筑师设计房子。
la fábrica|工厂|n|经济|La fábrica cierra por vacaciones.|工厂假期停工。
la industria|工业|n|经济|La industria del turismo es clave.|旅游业是关键产业。
el atasco|堵车|n|交通|El atasco dura una hora.|堵车持续一小时。|estar en un atasco
el peaje|过路费|n|交通|Pago el peaje con tarjeta.|我刷卡付过路费。
el aparcamiento|停车场|n|交通|El aparcamiento está lleno.|停车场满了。
la escala|中转|n|旅行|Hago escala en París.|我在巴黎中转。
el andén|站台|n|交通|El tren llega al andén dos.|火车到二站台。
la ilusión|期待|n|情感|Siento mucha ilusión por el viaje.|我对这次旅行充满期待。|hacerse ilusiones
el enfado|生气|n|情感|Su enfado dura poco.|他的怒气持续不久。
la rabia|愤怒|n|情感|La rabia no resuelve nada.|愤怒解决不了任何问题。
la envidia|羡慕；嫉妒|n|情感|Siente envidia de su éxito.|她羡慕他的成功。
la culpa|过错|n|情感|No es tu culpa.|这不是你的错。|tener la culpa
el remordimiento|懊悔|n|情感|El remordimiento no deja dormir.|懊悔让人睡不着。
la confusión|困惑；混乱|n|情感|La confusión es total.|完全是一片混乱。
la fe|信念；信仰|n|情感|Tengo fe en el equipo.|我对团队有信心。
el permiso|许可|n|社会|Necesito permiso del jefe.|我需要老板的许可。|permiso de trabajo
la risa|笑|n|情感|La risa es contagiosa.|笑声会传染。
el llanto|哭泣|n|情感|El llanto del bebé despierta a todos.|婴儿的哭声吵醒所有人。
la imaginación|想象力|n|思维|La imaginación no tiene límites.|想象力没有边界。
la creatividad|创造力|n|思维|La creatividad se entrena.|创造力可以训练。
la inteligencia|智力|n|思维|La inteligencia no lo es todo.|智力不是一切。
la sabiduría|智慧|n|思维|La sabiduría viene con los años.|智慧随年龄增长。
la memoria|记忆|n|思维|La memoria se entrena con juegos.|记忆力可以通过游戏训练。
la atención|注意|n|思维|Presta atención a los detalles.|注意细节。|prestar atención
la concentración|专注|n|思维|Necesito concentración para estudiar.|我学习需要专注。
la motivación|动力|n|思维|La motivación es la clave del éxito.|动力是成功的关键。
la actitud|态度|n|思维|Su actitud cambia todo.|他的态度改变一切。|actitud positiva
el comportamiento|行为|n|思维|Su comportamiento mejora en clase.|他在课堂上的表现变好。
el talento|天赋|n|思维|El talento se nota desde niño.|天赋从小就能看出。
la habilidad|技能|n|思维|La habilidad se desarrolla con práctica.|技能靠练习培养。
el favor|帮忙|n|社会|Hazme un favor, por favor.|请帮我个忙。|hacer un favor
la razón|道理；原因|n|思维|Tiene razón en lo que dice.|他说的有道理。|tener razón
la clave|关键|n|抽象|La clave está en la práctica.|关键在于练习。
el detalle|细节|n|抽象|El detalle marca la diferencia.|细节决定成败。|en detalle
la apariencia|外表|n|抽象|La apariencia engaña.|外表会骗人。
la tradición|传统|n|社会|La tradición se pierde poco a poco.|传统渐渐消失。
la religión|宗教|n|社会|La religión influye en la cultura.|宗教影响文化。
el logro|成就|n|抽象|Este premio es un logro enorme.|这个奖是巨大的成就。
el fracaso|失败|n|抽象|El fracaso enseña más que el éxito.|失败比成功教得更多。
la mejora|改善|n|抽象|La mejora es evidente.|改善显而易见。
el inconveniente|缺点；不便|n|抽象|El único inconveniente es el precio.|唯一的缺点是价格。
el obstáculo|障碍|n|抽象|Supero el obstáculo con paciencia.|我耐心地克服障碍。
la fase|阶段|n|时间|La fase final empieza hoy.|最终阶段今天开始。
el plazo|期限|n|时间|El plazo termina el viernes.|期限周五截止。|plazo de entrega
el período|时期|n|时间|El período de pruebas acaba.|试用期结束了。
la época|时代|n|时间|Vivimos una época de cambios.|我们生活在一个变革的时代。
el siglo|世纪|n|时间|El palacio se construye en el siglo dieciséis.|宫殿建于十六世纪。
la década|十年|n|时间|La década de los noventa fue especial.|九十年代很特别。
el aniversario|周年纪念|n|时间|Celebramos nuestro aniversario de boda.|我们庆祝结婚周年。
el nacimiento|出生|n|时间|El nacimiento de su hija cambia su vida.|女儿的出生改变了他的生活。
la muerte|死亡|n|时间|La muerte de su padre fue repentina.|他父亲的去世很突然。
la cumbre|山顶；峰会|n|自然|La cumbre se ve desde lejos.|山顶从远处就能看见。
la costa|海岸|n|自然|Paseamos por la costa.|我们沿海岸散步。
la sombra|影子；阴凉处|n|自然|Nos sentamos a la sombra.|我们坐在阴凉处。
la superficie|表面|n|抽象|La superficie de la mesa es de cristal.|桌面是玻璃的。
la altura|高度|n|抽象|La altura de la montaña impresiona.|山的高度令人惊叹。
la profundidad|深度|n|抽象|La profundidad del lago es de veinte metros.|湖深二十米。
el volumen|音量；体积|n|抽象|Baja el volumen, por favor.|请把音量调小。
la velocidad|速度|n|抽象|La velocidad máxima es ciento veinte.|最高时速一百二。
el peso|重量|n|抽象|El peso del equipaje no puede pasar de veinte kilos.|行李重量不能超过二十公斤。
el acuerdo|协议|n|抽象|Llegamos a un acuerdo rápido.|我们很快达成协议。|llegar a un acuerdo
el conflicto|冲突|n|抽象|El conflicto dura dos meses.|冲突持续两个月。
el debate|辩论|n|社会|El debate es el jueves a las ocho.|辩论周四八点。
la discusión|讨论；争吵|n|情感|La discusión acaba en abrazos.|争吵以拥抱结束。
la charla|聊天；讲座|n|社会|La charla empieza a las siete.|讲座七点开始。
la conversación|对话|n|社会|La conversación es muy amena.|谈话很愉快。
el diálogo|对话|n|社会|El diálogo resuelve los malentendidos.|对话解决误会。
el rumor|传闻|n|社会|El rumor corre por la oficina.|传闻在办公室流传。
el chisme|八卦|n|社会|El chisme viaja rápido.|八卦传得快。
la crisis|危机|n|经济|La crisis dura ya dos años.|危机已持续两年。|||las crisis
