# B1 5D 种子（2/2）
b1-516|conocimientos amplios=>广博的知识;plaza amplia=>宽阔的广场|m:宽敞的；广泛的
b1-517|casa espaciosa=>宽敞的房子;salón espacioso=>宽敞的客厅
b1-518|muy práctico=>非常实用;solución práctica=>务实的方案
b1-519|totalmente inútil=>毫无用处;discusión inútil=>无谓的争论
b1-520|caso urgente=>紧急案件;necesidad urgente=>紧迫的需求
b1-521|error grave=>严重错误;enfermedad grave=>重病
b1-522|daño leve=>轻微损伤;castigo leve=>轻罚
b1-523|amigo leal=>忠实的朋友;permanecer leal=>保持忠诚
b1-524|fiel a sus principios=>忠于原则;cliente fiel=>老主顾
b1-525|demasiado cruel=>过于残忍;broma cruel=>残忍的玩笑
b1-526|palabras groseras=>粗话;comportarse de forma grosera=>举止粗鲁
b1-527|acto valiente=>勇敢的举动;mujer valiente=>勇敢的女性
b1-528|no seas cobarde=>别怂;parecer cobarde=>显得胆小
b1-529|permanecer calmado=>保持镇定;mar calmado=>风平浪静
b1-530|situación tensa=>紧张的局势;estar tenso=>浑身紧绷
b1-531|sentirse deprimido=>情绪低落;precios deprimidos=>低迷的价格
b1-532|estar entusiasmado con el viaje=>对旅行兴奋不已
b1-533|estar decepcionado con el final=>对结局失望
b1-534|estar orgulloso de ti=>为你骄傲
b1-535|sentirse avergonzado=>感到难为情
b1-536|estar celoso de su éxito=>嫉妒他的成功
b1-537|mirada envidiosa=>艳羡的目光
b1-538|declarado culpable=>被判有罪;sentirse culpable=>感到内疚
b1-539|declarar inocente=>宣判无罪;victima inocente=>无辜受害者
b1-540|es legal=>这是合法的;documento legal=>法律文件
b1-541|trabajo ilegal=>非法用工;aparcamiento ilegal=>违章停车
b1-542|pasaporte válido=>有效护照;billete válido=>有效车票
b1-543|lenguaje oficial=>官方语言;hora oficial=>官方时间
b1-544|vida privada=>私生活;colegio privado=>私立学校
b1-545|red social=>社交网络;problema social=>社会问题
b1-546|patrimonio cultural=>文化遗产;intercambio cultural=>文化交流
b1-547|crecimiento económico=>经济增长;crisis económica=>经济危机
b1-548|sistema político=>政治制度;prisionero político=>政治犯
b1-549|soporte técnico=>技术支持;problema técnico=>技术故障
b1-550|método científico=>科学方法;descubrimiento científico=>科学发现
b1-551|firma digital=>数字签名;era digital=>数字时代
b1-552|realidad virtual=>虚拟现实;aula virtual=>虚拟课堂
b1-553|puerta automática=>自动门;respuesta automática=>自动回复
b1-554|trabajo manual=>手工活;cambio manual=>手动换挡
b1-555|coche eléctrico=>电动车;factura eléctrica=>电费单
b1-556|correo electrónico=>电子邮件;libro electrónico=>电子书
b1-557|energía solar=>太阳能;placa solar=>太阳能板
b1-558|huella ecológica=>生态足迹;producto ecológico=>生态产品
b1-559|desarrollo sostenible=>可持续发展;turismo sostenible=>可持续旅游
b1-560|residuos tóxicos=>有毒废料;sustancia tóxica=>有毒物质
b1-561|vida sana=>健康生活;comida sana=>健康饮食
b1-562|hábito nocivo=>有害习惯;humo nocivo=>有害烟雾
b1-563|efecto dañino=>有害影响
b1-564|para la salud es beneficioso=>对健康有益
b1-565|efectos perjudiciales=>有害后果
b1-566|muy adictivo=>非常容易上瘾
b1-567|día fatal=>糟透了的一天;error fatal=>致命错误
b1-568|¡estupendo!=>太棒了！;tiempo estupendo=>极好的天气
b1-569|trabajo admirable=>令人敬佩的工作
b1-570|método eficaz=>有效的方法;remedio eficaz=>有效的疗法
b1-571|muy eficiente=>效率很高;equipo eficiente=>高效的团队
b1-572|horario flexible=>弹性时间;ser flexible=>灵活变通
b1-573|precio fijo=>一口价;horario fijo=>固定时间表
b1-574|clima variable=>多变的天气;ingresos variables=>浮动收入
b1-575|relación estable=>稳定的关系;trabajo estable=>稳定的工作
b1-576|medida precisa=>精确的尺寸;momento preciso=>准确的时刻
b1-577|dato exacto=>准确数据;hora exacta=>准确时间
b1-578|número aproximado=>大约的数;valor aproximado=>近似值
b1-579|niño curioso=>好奇的孩子;curioso por saber=>很想弄明白
b1-580|ansioso por verte=>急着想见你|g:ansioso por + 原形 = 急于
b1-581|impaciente por llegar=>迫不及待想到达
b1-582|ser tolerante con los errores=>宽容错误
b1-583|trato injusto=>不公平对待;resultado injusto=>不公的结果
b1-584|uso obligatorio=>强制使用;educación obligatoria=>义务教育
b1-585|está prohibido fumar=>禁止吸烟;entrada prohibida=>禁止入内
b1-586|no está permitido=>这不被允许;fotos permitidas=>可以拍照
b1-587|amigo verdadero=>真正的朋友;historia verdadera=>真实故事
b1-588|noticia falsa=>假新闻;documento falso=>伪造文件
b1-589|motivo principal=>主要动机;calle principal=>主街
b1-590|papel secundario=>配角;efecto secundario=>副作用
b1-591|concepto básico=>基本概念;necesidades básicas=>基本需求
b1-592|nivel avanzado=>高级水平;curso avanzado=>进阶课程
b1-593|calidad superior=>上乘品质;superior a la media=>高于平均水平
b1-594|precio inferior=>更低的价钱;inferior a otros=>不如别人
b1-595|nivel intermedio=>中级;posición intermedia=>中间位置
b1-596|con previo aviso=>提前通知;día previo=>前一天
b1-597|año anterior=>前一年;anterior a la guerra=>战前
b1-598|análisis posterior=>后续分析;posterior al suceso=>事件之后
b1-599|próximo viernes=>下周五;año próximo=>来年
b1-600|país lejano=>遥远的国度;futuro lejano=>遥远的未来
b1-601|futuro cercano=>不远的将来;estación cercana=>临近的车站
b1-602|lenguaje formal=>正式用语;reunión formal=>正式会议
b1-603|acto informal=>非正式活动;vestir informal=>穿着随意
b1-604|mayoría absoluta=>绝对多数;silencio absoluto=>绝对安静
b1-605|ventaja relativa=>相对优势;en términos relativos=>相对而言
b1-606|éxito parcial=>部分成功;eclipse parcial=>日偏食
b1-607|probablemente llueva=>很可能下雨
b1-608|posiblemente sea así=>可能是这样
b1-609|seguramente lo sabe=>他八成知道
b1-610|exactamente aquí=>就在这里
b1-611|aproximadamente cien=>大约一百
b1-612|totalmente de acuerdo=>完全同意
b1-613|completamente nuevo=>崭新
b1-614|absolutamente imposible=>绝对不可能
b1-615|parcialmente terminado=>完成了一部分
b1-616|relativamente fácil=>相对容易
b1-617|especialmente hoy=>尤其是今天
b1-618|principalmente por la mañana=>主要在上午
b1-619|generalmente aceptado=>普遍接受
b1-620|habitualmente temprano=>通常很早
b1-621|frecuentemente enfermo=>三天两头生病
b1-622|raramente en casa=>很少在家
b1-623|recientemente publicado=>最近出版
b1-624|actualmente en obras=>目前在施工
b1-625|anteriormente mencionado=>前文提到的
b1-626|posteriormente confirmado=>随后得到证实
b1-627|últimamente cansado=>近来疲惫
b1-628|definitivamente no=>绝对不行
b1-629|desafortunadamente perdió=>可惜他输了
b1-630|afortunadamente nadie pasó nada=>万幸无人受伤
b1-631|verdaderamente único=>确实独一无二
b1-632|claramente explicado=>讲得清清楚楚
b1-633|obviamente equivocado=>明显错了
b1-634|evidentemente nervioso=>显然很紧张
b1-635|precisamente eso=>恰恰是那个
b1-636|curiosamente tranquilo=>奇怪的是很平静
b1-637|sorprendentemente barato=>出乎意料地便宜
b1-638|lamentablemente cerrado=>遗憾的是关门了
b1-639|directamente a casa=>直接回家
b1-640|constantemente cambiando=>不断变化
b1-641|temporalmente cerrado=>暂时关闭
b1-642|a medida que crece=>随着长大
b1-643|con respecto al horario=>关于时间安排
b1-644|por lo que respecta a ti=>至于你
b1-645|a propósito de eso=>就此而言
b1-646|al fin y al cabo, somos amigos=>说到底我们是朋友
b1-647|a fin de cuentas, tú mandas=>到头来是你说了算
b1-648|en definitiva, sí=>归根结底，行
b1-649|en general, funciona bien=>总体上运转良好
b1-650|en particular este modelo=>尤其是这个型号
b1-651|aprender paso a paso=>一步一步学
b1-652|hablar cara a cara=>当面谈
b1-653|trabajar a diario=>天天上班
b1-654|ayudar de buena gana=>心甘情愿地帮忙
b1-655|hacer las cosas a medias=>做事只做一半
b1-656|en cualquier caso, avisa=>无论如何要打招呼
b1-657|en todo caso, llama=>实在不行就打电话
b1-658|sin lugar a dudas, el mejor=>毫无疑问是最好的
b1-659|menos mal que llegaste=>幸好你到了
b1-660|de pronto se calló=>他突然不说话了
b1-661|poco después llegó ella=>不久后她到了
b1-662|al cabo de un rato=>过了一会儿
b1-663|a finales de mes=>月底
b1-664|a principios de año=>年初
b1-665|a mediados de junio=>六月中旬
b1-666|desde entonces, todo cambió=>从那以后一切都变了
b1-667|mientras tanto, prepara la mesa=>与此同时你摆下桌子
b1-668|al mismo tiempo=>与此同时
b1-669|de golpe se encendió=>它一下子亮了
b1-670|tan pronto como llegue=>他一到就……
b1-671|una vez que termines=>你一旦做完
b1-672|a no ser que llueva=>除非下雨
b1-673|en caso de que necesites=>万一你需要
b1-674|lleva paraguas por si acaso=>带把伞以防万一
b1-675|no solo canta sino también baila=>她不仅唱还跳
b1-676|más bien al contrario=>毋宁说正好相反
b1-677|al contrario de ti=>和你相反
b1-678|ahora bien, hay un problema=>不过有个问题
b1-679|es más, mejoró=>更有甚者，它改善了
b1-680|aparte de esto=>除此之外
b1-681|frente a la competencia=>面对竞争
b1-682|por consiguiente, dimitió=>因此他辞职了
b1-683|por lo visto, tiene razón=>看样子他是对的
b1-684|al parecer, nadie lo sabía=>似乎没人知道
b1-685|según se dice, es caro=>据说很贵
b1-686|a fin de ahorrar=>为了省錢;a fin de ahorrar tiempo=>为了省时间
b1-687|con el fin de mejorar=>为了改进
b1-688|de modo que llegamos tarde=>结果我们迟到了
b1-689|a pesar de que llovía=>尽管下着雨
b1-690|por más que insistas=>无论你怎么坚持
b1-691|aun cuando llueva=>即使下雨
b1-692|así como sus amigos=>以及他的朋友们
b1-693|puesto que lo sabes=>既然你知道
b1-694|antes de que llegue=>趁他还没到
b1-695|después de que terminara=>在他做完之后
b1-696|tomar parte en la decisión=>参与决策
b1-697|formar parte de la solución=>成为解决方案的一部分
b1-698|el evento tendrá lugar en mayo=>活动五月举行
b1-699|llevar a cabo el plan=>把计划执行到位
b1-700|poner en práctica la idea=>把想法付诸实践
b1-701|la ley entra en vigor=>法律生效
b1-702|dar la vuelta a la situación=>扭转局面
b1-703|dar la bienvenida a los alumnos=>欢迎同学们
b1-704|échame una mano=>帮我一把
b1-705|hacer caso omiso de las críticas=>无视批评
b1-706|tomar en serio las señales=>认真对待这些信号
b1-707|no tengo ni idea=>我毫无头绪
b1-708|metí la pata=>我说漏嘴了
b1-709|poner las cartas sobre la mesa=>摊牌
b1-710|nos pusimos de acuerdo=>我们达成了一致
b1-711|tras horas de charla llegaron a un acuerdo=>聊了几小时后达成协议
b1-712|dar por hecho que vendrá=>想当然他会来
b1-713|echar una mirada rápida=>匆匆看一眼
b1-714|hacer una pausa=>休息一下
b1-715|me está tomando el pelo=>他在耍我
b1-716|quitarle importancia al asunto=>对这事轻描淡写
b1-717|sacar conclusiones precipitadas=>草率下结论
b1-718|sacar provecho de la situación=>从局面中获益
b1-719|tomar medidas urgentes=>采取紧急措施
b1-720|se corrió la voz=>消息传开了
b1-721|cerrar los ojos ante el problema=>对问题闭眼不见
b1-722|guardar silencio=>保持沉默
b1-723|contar un chiste para romper el hielo=>讲个笑话破冰
b1-724|le di la razón=>我认可他说得对
b1-725|siempre lleva la contraria=>他总爱唱反调
b1-726|las redes pusieron de moda el baile=>网络带火了这支舞
b1-727|no te hagas ilusiones=>别抱幻想
b1-728|se armó de valor y preguntó=>他鼓起勇气问了
b1-729|ese estilo está de moda=>那种风格正流行
b1-730|hay que estar al día=>得跟上最新动态
b1-731|solo estoy de paso=>我只是路过
b1-732|supero la enfermedad, salió adelante=>战胜疾病挺了过来
b1-733|el escándalo salió a la luz=>丑闻曝光了
b1-734|le echó la culpa a mí=>他把锅甩给我
b1-735|me tomé la libertad de llamar=>我冒昧打了电话
b1-736|por fin di con la clave=>我终于找到了关键
b1-737|puedes contar conmigo=>你可以指望我
b1-738|presume de cocinero=>他以大厨自居
b1-739|no hay que abusar de la suerte=>好运不能滥用
b1-740|carecer de experiencia=>缺乏经验
b1-741|la obra consta de tres actos=>这部剧共三幕
b1-742|traté de abrirlo=>我试图打开它
b1-743|acabó por rendirse=>他最终放弃了
b1-744|llegó a entenderlo=>他终于弄懂了
b1-745|acerté con la respuesta=>我猜对了答案
b1-746|basarse en hechos=>基于事实
b1-747|centrarse en lo importante=>专注要点
b1-748|el éxito consiste en insistir=>成功在于坚持
b1-749|dio lugar a una discusión=>引发了一场争论
b1-750|dio pie a malentendidos=>引起误会
b1-751|hacer uso de las herramientas=>使用工具
b1-752|no tiene que ver contigo=>这与你无关
b1-753|no tiene nada que ver=>毫无关系
b1-754|dio por terminada la relación=>宣告关系结束
b1-755|lo que dijiste=>你说的（话）;esto es lo que quiero=>这就是我要的
b1-756|lo mejor es descansar=>最好休息一下
b1-757|cuanto antes, mejor=>越早越好
b1-758|cuanto más practicas, mejor hablas=>练得越多说得越好
b1-759|como mucho, dos días=>至多两天
b1-760|como mínimo, tres veces=>至少三次
b1-761|ni siquiera llamó=>他连电话都没打
b1-762|en lugar de quejarte=>与其抱怨（不如行动）
b1-763|reír y llorar a la vez=>又哭又笑
b1-764|de todas formas, gracias=>不管怎样，谢谢
b1-765|por ahora, bien=>目前还好
b1-766|por último, gracias a todos=>最后，谢谢大家
b1-767|en primer lugar, escucha=>首先，倾听
b1-768|por un lado ahorra, por otro gasta=>一方面省一方面花
b1-769|hasta cierto punto, sí=>在一定程度上是的
b1-770|no me gusta en absoluto=>我完全不喜欢
b1-771|no es difícil para nada=>这一点也不难
b1-772|resulta que era verdad=>原来是真的
b1-773|no se me ocurrió=>我当时没想到|g:ocurrírsele a uno，动词带与格
