b2-182|actuar con impunidad=>逍遥法外;la lucha contra la impunidad=>打击有罪不罚
b2-183|presentar una protesta formal=>提出正式抗议;protestas masivas=>大规模抗议
b2-184|protestar por=>为…抗议;protestar contra las medidas=>抗议这些措施
b2-185|participar en una manifestación=>参加示威游行;prohibir una manifestación=>禁止游行
b2-186|manifestarse contra=>游行抗议…;manifestarse en la plaza=>在广场示威
b2-187|llevar una pancarta=>举横幅;sacar pancartas=>打出横幅
b2-188|gritar consignas=>喊口号
b2-189|montar un piquete informativo=>设立罢工纠察队
b2-190|presentar una reivindicación=>提出诉求;las reivindicaciones de los trabajadores=>工人的诉求
b2-191|practicar la desobediencia civil=>实行公民不服从
b2-192|la represión policial=>警方镇压|g:名词：阴性名词 la represión（镇压），来自动词 reprimir
b2-193|restringir la libertad de expresión=>限制言论自由
b2-194|imponer la censura=>实行审查;la censura cinematográfica=>电影审查
b2-195|un sistema democrático=>民主体制;un país democrático=>一个民主国家
b2-196|vivir bajo una dictadura=>生活在独裁之下;la caída de la dictadura=>独裁的倒台
b2-197|un régimen autoritario=>威权政权;cambiar de régimen=>改朝换代
b2-198|dar un golpe de estado=>发动政变;fracasar el golpe de estado=>政变失败
b2-199|convocar un referendum=>举办公投;ganar el referendum=>公投获胜
b2-200|defender la soberanía nacional=>捍卫国家主权
b2-201|conseguir la autonomía=>获得自治权;disfrutar de plena autonomía=>享有完全自治
b2-202|la Comunidad de Madrid=>马德里自治区
b2-203|el alcalde de la ciudad=>本市长;elegir al alcalde=>选举市长
b2-204|la alcaldesa de Barcelona=>巴塞罗那女市长
b2-205|un concejal del ayuntamiento=>市政委员
b2-206|disputarse la capitalidad=>争夺首都地位
b2-207|ocupar un cargo público=>担任公职;renunciar a su cargo=>辞去职务
b2-208|un alto cargo del ministerio=>部委高官
b2-209|oposiciones a la función pública=>公职考试;acceder a la función pública=>进入公职系统
b2-210|un funcionario de carrera=>正式公务员
b2-211|el Tribunal Supremo=>最高法院;el Tribunal Supremo ratifica la sentencia=>最高法院维持原判
b2-212|la sala de lo penal=>刑事审判庭
b2-213|la jueza instructora=>预审女法官
b2-214|un magistrado del Supremo=>最高法院大法官
b2-215|el fiscal jefe=>检察长;pedir pena para el acusado=>检察官求刑
b2-216|actuar como procurador=>担任诉讼代理人
b2-217|el acusado se declara inocente=>被告自称无罪;declarar culpable al acusado=>判被告有罪
b2-218|el demandante pide una indemnización=>原告要求赔偿
b2-219|el demandado debe comparecer=>被告必须到庭
b2-220|declarar como testigo=>作为证人作证;un testigo clave=>关键证人
b2-221|la prueba testifical=>证词证据
b2-222|presentar pruebas=>出示证据;pruebas concluyentes=>确凿证据
b2-223|prestar declaración=>作陈述;la declaración de la renta=>报税申报
b2-224|dictar sentencia=>作出判决;recurrir la sentencia=>上诉判决
b2-225|cumplir una condena=>服刑;una condena de diez años=>十年徒刑
b2-226|pedir la absolución=>请求宣判无罪
b2-227|absolver al acusado=>宣判被告无罪
b2-228|entrar en prisión=>入狱;condenado a prisión=>被判监禁
b2-229|un antiguo presidiario=>一名前服刑人员
b2-230|conceder un indulto=>给予赦免;pedir el indulto=>请求赦免
b2-231|conceder una amnistía=>实行大赦
b2-232|presentar una apelación=>提出上诉;ganar la apelación=>上诉获胜
b2-233|una sentencia recurrible=>可上诉的判决
b2-234|pagar la fianza=>缴纳保释金;salir bajo fianza=>交保释放
b2-235|salir en libertad provisional=>取保候审获释
b2-236|ordenar el arresto=>下令逮捕
b2-237|detener al sospechoso=>逮捕嫌疑人;detenido por la policía=>被警方拘留
b2-238|la detención del sospechoso=>嫌疑人被捕;orden de detención=>逮捕令
b2-239|violación de los derechos humanos=>侵犯人权;defender los derechos humanos=>捍卫人权
b2-240|atentar contra el derecho al honor=>侵犯名誉权
b2-241|presentar una demanda judicial=>提起诉讼
b2-242|demandar a la empresa=>起诉公司
b2-243|poner una denuncia=>报案，提出控告;retirar la denuncia=>撤诉
b2-244|un contrato verbal no vale=>口头合同不算数
b2-245|una cláusula del contrato=>合同条款;la cláusula de rescisión=>解约条款
b2-246|leer la letra pequeña=>看清小字条款
b2-247|firmar un contrato=>签合同;firmar un contrato de alquiler=>签租房合同
b2-248|autorizar ante el notario=>在公证人面前公证
b2-249|otorgar escrituras=>签订契约;la escritura de la casa=>房产契约
b2-250|inscribirse en el registro civil=>在民事登记处登记
b2-251|levantar acta=>做记录;el acta de nacimiento=>出生证明
b2-252|multar por exceso de velocidad=>因超速罚款;ser multado con 200 euros=>被罚200欧元
b2-253|cometer una infracción=>违规;una infracción leve=>轻微违规
b2-254|infringir la ley=>违法;infringir las normas=>违反规定
b2-255|la ley de vagos y maleantes=>流浪法
b2-256|derogar una ley=>废除法律
b2-257|modificar la legislación=>修改立法;la legislación vigente=>现行法规
b2-258|alterar el orden público=>扰乱公共秩序;mantener el orden público=>维护公共秩序
b2-259|bajo la jurisdicción de=>在…司法管辖下
b2-260|controlar la inmigración ilegal=>管控非法移民
b2-261|un inmigrante indocumentado=>无证移民;los flujos de inmigrantes=>移民潮
b2-262|emigrar a otro país=>移居他国;emigrar por motivos económicos=>因经济原因移民
b2-263|acoger a los refugiados=>接收难民;un campo de refugiados=>难民营
b2-264|pedir asilo político=>申请政治庇护;conceder el asilo=>给予庇护
b2-265|obtener la nacionalidad española=>获得西班牙国籍;doble nacionalidad=>双重国籍
b2-266|favorecer la integración=>促进融入;la integración social=>社会融入
b2-267|la sociedad civil exige cambios=>公民社会要求变革
b2-268|trabajar en una ONG=>在非政府组织工作
b2-269|hacer voluntariado=>做志愿活动
b2-270|ser voluntario en=>在…当志愿者
b2-271|la recogida de alimentos=>食物募集;la recogida de niños=>接孩子
b2-272|hacer una donación=>捐款;una donación de sangre=>献血
b2-273|un concierto benéfico a favor de la beneficencia=>慈善公益演唱会
b2-274|ver el telediario de las nueve=>看九点档新闻
b2-275|el informativo de mediodía=>午间新闻
b2-276|portada de el país=>《国家报》头版;sacar en portada=>登上头版
b2-277|una cabecera prestigiosa=>知名大报
b2-278|reportar desde la zona=>从现场发回报道
b2-279|el corresponsal en París=>驻巴黎记者
b2-280|según la agencia de prensa=>据通讯社消息
b2-281|atentar contra la libertad de prensa=>侵犯新闻自由
b2-282|una cadena de televisión=>电视频道;una cadena de tiendas=>连锁店
b2-283|emitir un programa en horario de máxima audiencia=>在黄金时段播出节目
b2-284|seguir la emisión en directo=>收看直播
b2-285|una tertulia de actualidad=>时事漫谈节目
b2-286|un colaborador habitual del programa=>节目常驻嘉宾
b2-287|me apetece un café=>我想来杯咖啡;¿te apetece salir?=>你想出去吗
b2-288|dar igual=>无所谓，没差别;me da igual dónde comamos=>我们在哪儿吃都行
b2-289|dar lo mismo=>无所谓，一样;todo le da lo mismo=>他对什么都无所谓
b2-290|importar un pimiento=>毫不在乎（口语）;me importa un pimiento lo que digan=>他们说啥我根本不在乎
b2-291|estar hasta las narices=>受够了;estoy hasta las narices del ruido=>我受够了这噪音
b2-292|estar harto de=>受够了…;estoy harto de esperar=>我等得不耐烦了
b2-293|cansarse de=>厌倦…;cansarse de repetir=>说都懒得再说了
b2-294|no poder más=>忍无可忍，撑不住了;¡no puedo más!=>我实在受不了了
b2-295|estar hecho polvo=>疲惫不堪;después del maratón estaba hecho polvo=>跑完马拉松我累垮了
b2-296|estar muerto de cansancio=>累死了
b2-297|dar una mano a alguien=>搭把手，帮个忙;¿me das una mano?=>能帮我一把吗
b2-298|apuntarse a=>报名参加;apuntarse a un curso=>报名一门课程
b2-299|liarse con las fechas=>把日期搞混;liarse a pegar=>动起手来
b2-300|armar lío=>捣乱，闹麻烦;no armes lío=>别捣乱
b2-301|hacer un lío=>搞乱，弄糟;hacer un lío con los papeles=>把文件弄得一团糟
b2-302|un jaleo enorme=>一片大吵大闹;¡qué jaleo!=>太吵了
b2-303|montar un follón=>惹出麻烦事
b2-304|montar un pollo=>大吵大闹;montó un pollo en la tienda=>他在店里大闹一场
b2-305|armarla=>闯祸，搞出事;¡la has armado buena!=>你闯大祸了
b2-306|flipar=>惊呆了（口语）;flipé con el final de la peli=>电影结尾让我惊掉下巴
b2-307|alucinar=>难以置信，惊呆;alucino con lo que dices=>你说的话让我不敢相信
b2-308|quedar de muerte=>棒极了（口语）;la comida quedó de muerte=>这顿饭好吃极了
b2-309|estar de muerte=>绝妙（口语）;el ambiente estaba de muerte=>气氛好极了
b2-310|ser la leche=>太牛了（俚语）;¡eres la leche!=>你可真行
b2-311|molar=>招人喜欢（俚语）;esta canción mola mucho=>这首歌太带感了
b2-312|estar como un pez en el agua=>如鱼得水;en la cocina está como un pez en el agua=>他在厨房如鱼得水
b2-313|hacerse una idea=>形成概念，心中有数;hazte una idea del precio=>你大概估个价
b2-314|percatarse de=>察觉（书面）;se percató del error=>他察觉到了错误
b2-315|dar la casualidad=>碰巧;dio la casualidad de que coincidimos=>碰巧我们撞见了
b2-316|por casualidad=>偶然地;lo encontré por casualidad=>我偶然找到了它
b2-317|de casualidad=>碰巧（拉美用法）;de casualidad pasé por allí=>我恰好路过那儿
b2-318|irse de compras=>去购物;irnos de compras este sábado=>这周六我们去逛街吧
b2-319|ir de tapas=>去吃小吃;salir a ir de tapas por el centro=>去市中心吃小吃
b2-320|salir de juerga=>出去狂欢;salimos de juerga hasta el amanecer=>我们狂欢到天亮
b2-321|la juerga del sábado=>周六的狂欢;una juerga nocturna=>一场通宵派对
b2-322|la resaca del domingo=>周日的宿醉;tener resaca=>宿醉难受
b2-323|tener resaca=>宿醉难受;mañana tengo resaca seguro=>明早我肯定宿醉
b2-324|dormir la mona=>睡醒酒;se fue a dormir la mona=>他睡觉醒酒去了
b2-325|echarse una siesta=>睡个午觉;la siesta de después de comer=>饭后午睡
b2-326|echarse la siesta=>午睡;me echo la siesta de veinte minutos=>我睡二十分钟午觉
b2-327|organizar una pijamada=>办一场睡衣派对
b2-328|cotillear=>打探八卦（口语）;le encanta cotillear de los vecinos=>她最爱打听邻居的八卦
b2-329|el cotilleo del barrio=>街坊八卦;programa de cotilleos=>八卦节目
b2-330|correr un rumor=>有传闻，谣言四起;corre el rumor de que dimitirá=>有传言说他要辞职
b2-331|enterarse de=>得知，获悉;me enteré de todo por Juan=>我从胡安那儿全知道了
b2-332|estar al tanto=>知情，留意;mantente al tanto de las noticias=>请留意新闻
b2-333|estar al corriente=>掌握最新情况;estar al corriente de los cambios=>及时了解变动
b2-334|poner al día=>使了解近况;ponme al día=>跟我说说近况
b2-335|poner las cosas en claro=>把话说清楚;vamos a poner las cosas en claro=>咱们把话说明白
b2-336|aclarar=>澄清，搞清;aclarar las dudas=>解除疑惑;aclarar el malentendido=>澄清误会
b2-337|un malentendido tonto=>一个愚蠢的误会;hubo un malentendido=>发生了一场误会
b2-338|llevarse bien=>相处融洽;nos llevamos bien desde el primer día=>我们第一天起就很合得来
b2-339|llevarse mal=>处不好;se llevan mal desde siempre=>他们一直合不来
b2-340|caer bien=>让人喜欢;tu amigo me cae bien=>我很喜欢你朋友
b2-341|caer mal=>让人讨厌;ese tipo me cae mal=>我看不惯那家伙
b2-342|simpatizar con=>与…投缘;simpatizamos enseguida=>我们一见如故
b2-343|tratarse de tú=>以你相称;¿nos tratamos de tú?=>咱们互称你（套近乎）好吗
b2-344|tutear=>称你（tú）;en España se tutea mucho=>西班牙人很爱用你相称
b2-345|el tío / la tía=>家伙（口语）;¡qué tío!=>好家伙，真行
b2-346|el tipo / la tipa=>家伙（口语）;una tipa rarísima=>一个特别怪的女人
b2-347|el chaval / la chavala=>小伙子，姑娘;los chavales de ahora=>如今的年轻人
b2-348|hacerse el listo=>装聪明，自作聪明;no te hagas el listo=>别自作聪明
b2-349|ser un crack=>是高手，牛人;eres un crack con la computadora=>你玩电脑真是高手
b2-350|hacerse el loco=>装傻;se hace el loco cuando le pides algo=>你让他干点啥他就装傻
b2-351|hacerse el sordo=>装聋;le hablé pero se hizo el sordo=>我跟他说话他却装没听见
b2-352|coleccionar bromas=>爱开玩笑;colecciona bromas de todo tipo=>他攒了一肚子玩笑
b2-353|gastar una broma=>开个玩笑;era solo una broma=>只是个玩笑而已
b2-354|de broma=>开玩笑地;lo dije de broma=>我是开玩笑说的
b2-355|gastar una broma a alguien=>捉弄某人;le gastaron una broma el 28 de diciembre=>他们在愚人节捉弄了他
b2-356|contar un chiste=>讲笑话;no entiendo el chiste=>我没听懂这个笑话
b2-357|hacer gracia=>觉得好笑;no me hace gracia=>我一点不觉得好笑
b2-358|quitar importancia=>不当回事;le quita importancia a todo=>他什么事都不当回事
b2-359|tomarse a risa=>一笑置之;se lo tomó a risa=>他一笑了之
b2-360|meterse con alguien=>刁难，嘲笑某人;deja de meterte conmigo=>你别老针对我
b2-361|vacilar=>打趣（拉美）;le gusta vacilar a los amigos=>他爱跟朋友开玩笑
b2-362|ponerse como un tomate=>脸红到耳根;se puso como un tomate al escucharlo=>听到这话他脸红透了
b2-363|ruborizarse=>脸红（书面）;se ruborizó ante el cumplido=>被夸奖后她脸红了
b2-364|quedarse de piedra=>目瞪口呆;me quedé de piedra al verlo=>看到那一幕我惊呆了
b2-365|quedarse helado=>吓呆，冻僵;me quedé helado con la noticia=>这消息把我吓懵了
b2-366|ponerse las botas=>大吃特吃，大赚一笔;en la boda nos pusimos las botas=>婚宴上我们大吃了一顿
b2-367|de rechupete=>美味极了;el flan está de rechupete=>这焦糖布丁好吃到舔手指
b2-368|estar para chuparse los dedos=>好吃到吮手指;la paella está para chuparse los dedos=>这海鲜饭太香了
b2-369|picar algo=>吃点小食;picamos algo antes de cenar=>晚饭前我们垫了点东西
b2-370|ser quisquilloso=>挑剔;es muy quisquilloso con la comida=>他对吃的特别挑
b2-371|la cena de empresa=>公司聚餐;este año la cena de empresa es en un restaurante=>今年公司聚餐在饭店办
b2-372|la sobremesa=>饭后聊天时间;la sobremesa duró dos horas=>饭后我们聊了两个小时
b2-373|hasta las tantas=>到深更半夜;llegamos hasta las tantas=>我们弄到后半夜才到家
b2-374|de madrugada=>在凌晨;llegó de madrugada=>他凌晨才到
b2-375|a altas horas de la madrugada=>在深夜时分;volvió a altas horas de la madrugada=>他深夜才回家
b2-376|madrugar=>早起;tengo que madrugar mañana=>我明天得早起
b2-377|trasnochar=>熬夜;trasnochó estudiando=>他熬夜学习
b2-378|desvelarse=>熬夜不睡;se desveló pensando en el problema=>他想着那个问题一夜没睡
b2-379|quedar con=>约见;quedé con Ana a las ocho=>我和安娜约了八点见
b2-380|quedar en=>约好在;quedamos en vernos el viernes=>我们约好周五见
b2-381|plantar a alguien=>放某人鸽子;me plantó en la puerta=>他让我在门口白等
b2-382|dejar plantado=>放鸽子;me dejó plantado en el cine=>他放我鸽子没来电影院
b2-383|dar plantón=>爽约;me dio plantón otra vez=>他又放了我一次鸽子
b2-384|dar plantón a alguien=>爽约（名词用法同 dar plantón）
b2-385|salir del paso=>应付过去;salimos del paso como pudimos=>我们想办法应付了过去
b2-386|apañárselas=>自己搞定;me las apaño solo=>我自己能对付
b2-387|ingeniárselas=>动脑筋搞定;se las ingenia para ahorrar=>他总有办法省钱
b2-388|un apaño temporal=>临时凑合的办法;hacer un apaño=>将就修一下
b2-389|parchear algo=>将就修补;parchearon el tejado=>他们把屋顶草草补了补
b2-390|ir tirando=>凑合过，还过得去;sin ti iré tirando=>没有你我也能凑合
b2-391|tirar de=>借助，动用;tirar de contactos=>动用人脉
b2-392|tirar la casa por la ventana=>大手笔花钱;en la boda tiraron la casa por la ventana=>婚礼上他们花钱如流水
b2-393|estar sin blanca=>身无分文;estoy sin blanca hasta fin de mes=>月底前我身无分文
b2-394|no tener un duro=>一分钱没有;no tengo un duro en el bolsillo=>我兜里一分钱都没有
b2-395|estar forrado=>很有钱（口语）;su padre está forrado=>他爸富得流油
b2-396|el sueldo maldito=>月光族的工资;con el sueldo maldito no llego a fin de mes=>这月光工资撑不到月底
b2-397|hacer números=>算账;hicimos números y no salía=>我们算了算账，钱不够
b2-398|el aguinaldo de Navidad=>圣诞年终红包
b2-399|la paga semanal=>每周零花钱;la paga extra=>额外发薪
