# Starter 5D 种子：D4 词块（es=>zh，; 分隔），可选 g:/s2:/m: 覆盖
st-043|llamar a alguien=>给某人打电话;llamar por teléfono=>打电话;llamar a la puerta=>敲门
st-044|escribir un correo=>写邮件;escribir un mensaje=>写短信
st-045|leer un libro=>读书;leer las noticias=>看新闻
st-046|entender bien=>理解到位;no entiendo=>我不明白;entender el chiste=>听懂笑话
st-047|preguntar por alguien=>打听某人;hacer una pregunta=>提一个问题
st-048|responder a la pregunta=>回答问题;responder un correo=>回邮件
st-050|ir al trabajo=>去上班;buscar trabajo=>找工作;terminar el trabajo=>完成工作
st-051|tener tiempo=>有时间;hacer buen tiempo=>天气好;¿qué tiempo hace?=>天气怎么样？
st-052|hacer la comida=>做饭;la comida rápida=>快餐
st-053|un buen amigo=>好朋友;salir con amigos=>和朋友出去玩
st-054|mi mejor amiga=>我最好的朋友;una amiga de la universidad=>大学时的朋友
st-055|mi familia=>我的家人;en familia=>全家一起;una familia grande=>大家庭
st-056|un vaso de agua=>一杯水;agua fría=>凉水;agua mineral=>矿泉水
st-057|tomar un café=>喝杯咖啡;un café con leche=>牛奶咖啡;café solo=>纯咖啡
st-058|ganar dinero=>挣钱;gastar dinero=>花钱;ahorrar dinero=>存钱
st-059|todos los días=>每天;el día libre=>休息日;buenos días=>早上好
st-060|por la noche=>在晚上;esta noche=>今晚;pasar la noche=>过夜
st-061|por la mañana=>在早上;hasta mañana=>明天见;mañana temprano=>明天一早
st-062|este año=>今年;el año pasado=>去年;Feliz Año Nuevo=>新年快乐
st-063|en la ciudad=>在城里;el centro de la ciudad=>市中心
st-064|mi país=>我的国家;otro país=>另一个国家;por todo el país=>全国各地
st-065|en la calle=>在街上;cruzar la calle=>过马路
st-066|ir a un restaurante=>去餐厅;un restaurante chino=>中餐厅
st-067|la cuenta, por favor=>请结账;pagar la cuenta=>买单;darse cuenta de=>意识到
st-068|llamar por teléfono=>打电话;el número de teléfono=>电话号码;el teléfono móvil=>手机
st-069|mi nombre es Ana=>我叫安娜;el nombre completo=>全名;¿cuál es tu nombre?=>你叫什么名字？
st-070|hacer una pregunta=>提一个问题;tener una pregunta=>有个问题;responder a la pregunta=>回答问题
st-071|leer un libro=>读书;un libro de español=>一本西语书
st-073|reservar un hotel=>订酒店;quedarse en un hotel=>住酒店
st-074|ir al aeropuerto=>去机场;llegar al aeropuerto=>抵达机场
st-075|¿dónde está el baño?=>洗手间在哪？;ir al baño=>去洗手间
st-076|¿cuál es el precio?=>价格是多少？;bajar el precio=>降价;al mejor precio=>以最优价格
st-077|mucha gente=>很多人;la gente joven=>年轻人|g:阴性集合名词，永远当单数用：la gente es amable
st-082|tener que trabajar=>必须工作;tengo que irme=>我得走了
st-085|hablar con amigos=>和朋友聊天;hablar con el jefe=>和上司谈
st-086|pensar en ti=>想着你;pensar en el futuro=>考虑未来
st-087|voy a hacer=>我将要做;va a llover=>要下雨了
st-088|vengo de China=>我来自中国;venir del trabajo=>下了班过来
st-089|acabo de llegar=>我刚到;acabar de comer=>刚吃完饭
st-090|no hay de qué=>不客气（另一种说法）;de nada, es un placer=>不客气，我的荣幸|g:固定用语，回答 gracias;m:不客气
st-091|por supuesto que sí=>当然了;por supuesto que no=>当然不|g:固定表达，比 sí 语气更强
st-092|vale, vamos=>好，走吧;está bien, de acuerdo=>好的，就这么定|g:西班牙口语最常用的“好的”，拉美多用 está bien
st-093|me gustaría un café=>我想要杯咖啡;me gustaría ir=>我想去
st-098|tienes razón=>你说得对;no tener razón=>没道理
st-099|hace mal tiempo=>天气不好;hace calor=>天气热;hace frío=>天气冷
st-100|¿cuánto cuesta esto?=>这个多少钱？;cuesta diez euros=>这个十欧元
st-102|sí, pero...=>是的，但是……;perdón, pero...=>抱歉，不过……
st-103|yo también=>我也是;también quiero=>我也想要
st-104|y entonces=>然后呢;pues entonces=>那就这么办
st-106|padre e hijo=>父与子;siete y media=>七点半
st-107|siete u ocho=>七八个;o sí o no=>要么行要么不行
st-108|muy bien=>很好;muy bueno=>很好吃
st-109|mucho tiempo=>很多时间;muchas gracias=>多谢;trabajar mucho=>干很多活
st-110|por aquí=>在这附近;ven aquí=>到这儿来
st-111|ahora mismo=>马上;hasta ahora=>到现在为止
st-112|después de comer=>吃完饭后;poco después=>不久之后
st-113|antes de dormir=>睡前;el día antes=>前一天
st-114|como siempre=>一如既往;casi siempre=>几乎总是
st-115|casi nunca=>几乎从不;nunca más=>再也不
st-116|muy bien=>很好;está bien=>好的;hablar bien español=>西语说得好
st-117|con amigos=>和朋友们;café con leche=>牛奶咖啡;conmigo=>跟我一起
st-118|sin azúcar=>不加糖;sin problemas=>没问题
st-119|para ti=>给你的;para siempre=>永远;para hacer ejercicio=>为了锻炼
st-120|por favor=>请;por la mañana=>在早上;por eso=>因此
