# B1 5D 种子（1/2）
b1-001|afectar a la salud=>影响健康;el clima afecta al cultivo=>气候影响作物
b1-103|en este contexto=>在这个语境下;contexto histórico=>历史背景
b1-104|cultura española=>西班牙文化;centro cultural=>文化中心
b1-105|demanda alta=>需求旺盛;demanda y oferta=>供需
b1-106|desarrollo sostenible=>可持续发展;desarrollo personal=>个人成长
b1-107|derecho a la educación=>受教育权;derechos humanos=>人权
b1-108|con dificultad=>费力地;superar la dificultad=>克服困难
b1-109|en esta etapa=>在这个阶段;etapa final=>最后阶段
b1-110|evidencia clara=>确凿证据;evidencias del delito=>罪证
b1-111|cumplir una función=>发挥功能;en función de=>取决于
b1-112|impacto ambiental=>环境影响;impacto positivo=>积极影响
b1-113|con la intención de ayudar=>意在帮忙
b1-114|sin límites=>无限制;poner un límite=>设限
b1-115|por medio de=>通过;el medio ambiente=>环境|g:medio 方式/环境，media 媒体
b1-116|movimiento social=>社会运动;en movimiento=>运动中
b1-117|objetivo claro=>明确的目标;alcanzar el objetivo=>达成目标
b1-118|oferta de trabajo=>工作机会;oferta especial=>特别优惠
b1-119|tener opción=>有选择的余地;opción vegetariana=>素食选项
b1-120|papel importante=>重要角色;desempeñar un papel=>发挥角色作用
b1-121|a punto de salir=>正要出门;punto de vista=>观点
b1-122|en la realidad=>在现实中;huir de la realidad=>逃避现实
b1-123|recursos naturales=>自然资源;recursos humanos=>人力资源
b1-124|en relación con=>与……有关;buena relación=>良好关系
b1-125|como resultado=>因此;resultado final=>最终结果
b1-126|seguridad social=>社会保障;sentirse en seguridad=>有安全感
b1-127|en sentido figurado=>比喻意义上;sentido del humor=>幽默感
b1-128|solución a este problema=>该问题的解决办法
b1-129|tema de conversación=>聊天话题;tema principal=>主题
b1-130|valores morales=>道德价值观;valor añadido=>附加值
b1-131|ventaja competitiva=>竞争优势;llevar ventaja=>领先
b1-132|en efecto=>确实;efecto inmediato=>立竿见影
b1-133|hacer un esfuerzo=>付出努力;esfuerzo conjunto=>共同努力
b1-134|entorno familiar=>家庭环境;entorno laboral=>工作环境
b1-135|estilo de vida=>生活方式;estilo propio=>个人风格
b1-136|imagen de marca=>品牌形象;cambiar de imagen=>改变形象
b1-137|información útil=>有用的信息;pedir información=>咨询
b1-138|herramienta de trabajo=>工作工具
b1-139|tomar medidas=>采取措施;medida de seguridad=>安全措施
b1-140|alcanzar la meta=>达标;meta personal=>个人目标
b1-141|por motivos personales=>因个人原因;motivo principal=>主要动机
b1-142|en proceso=>进行中;proceso de aprendizaje=>学习过程
b1-143|progreso rápido=>快速进步;progresar cada día=>天天进步
b1-144|en proporción directa=>成正比;una gran proporción=>很大比例
b1-145|con el propósito de=>以……为目的|g:a propósito = 故意地
b1-146|requisito indispensable=>必要条件;cumplir los requisitos=>符合要求
b1-147|tipo de comida=>食物种类;el tipo de siempre=>老样子的人
b1-148|uso de la lengua=>语言的使用;de uso diario=>日常使用的
b1-149|por el contrario, mejoró=>相反，它变好了
b1-150|no obstante, aceptó=>尽管如此他还是接受了
b1-151|así pues, vamos=>那么我们走吧
b1-152|de todos modos iré=>无论如何我都会去
b1-153|en resumen, ganamos=>总之我们赢了
b1-154|en conclusión, es viable=>结论是可行
b1-155|dado que llueve=>鉴于下雨|g:dado que + 陈述式
b1-156|a fin de que aprendas=>为了让你学会|g:a fin de que + 虚拟式
b1-157|con tal de que vengas=>只要你来|g:con tal de que + 虚拟式
b1-158|siempre que estudies=>只要你学习|g:siempre que + 虚拟式
b1-159|como si nada hubiera pasado=>仿佛什么都没发生|g:como si + 虚拟式过去时
b1-160|de manera que entendiéramos=>好让我们听懂
b1-161|es decir, mañana=>也就是说，明天
b1-162|o sea, no vienes=>就是说你不来了
b1-163|por lo general, hace sol=>一般来说是晴天
b1-164|a lo largo de la historia=>贯穿历史
b1-165|en cuanto al precio=>至于价格
b1-166|gracias a ti llegué=>多亏你我赶到了
b1-167|por culpa del tráfico=>都怪堵车
b1-168|en plena noche=>深夜时分
b1-169|de tal manera que nadie oyó=>声音小到没人听见
b1-170|cabe destacar su esfuerzo=>值得一提的是他的努力
b1-171|cabe señalar los riesgos=>需要指出风险
b1-172|se trata de un error=>这是一个错误|g:se trata de + 名词 = 讲的是/是
b1-173|da la impresión de estar cansado=>他看起来很累
b1-174|hace hincapié en la seguridad=>他特别强调安全
b1-175|no darse por vencido=>不认输
b1-176|tomar en cuenta los costes=>把成本考虑进去
b1-177|tener en cuenta que…=>记住……
b1-178|poner en duda su honestidad=>质疑他的诚实
b1-179|caí en la cuenta tarde=>我意识到得太晚
b1-180|hacer frente a las dificultades=>迎难而上
b1-181|dar por sentado que vendrá=>想当然认为他会来
b1-182|estar al tanto de las noticias=>跟进新闻动态
b1-183|ponerse en contacto con ella=>与她取得联系
b1-184|hacerse cargo de todo=>把一切扛下来
b1-185|negocio rentable=>赚钱的生意;hacer negocios=>做生意
b1-186|puesto de trabajo=>工作岗位;ocupar un puesto=>任职
b1-187|candidato ideal=>理想候选人;candidato a la presidencia=>总统候选人
b1-188|empresario exitoso=>成功的企业家
b1-189|plantilla de la empresa=>公司员工队伍
b1-190|edad de jubilación=>退休年龄;jubilarse con 65=>65 岁退休
b1-191|despido improcedente=>不当解雇;despedir a un empleado=>解雇员工
b1-192|ascenso de categoría=>晋级;pedir un ascenso=>要求晋升
b1-193|quedar una vacante=>空出一个职位;vacante disponible=>有空缺
b1-194|mercado libre=>自由市场;mercado laboral=>就业市场
b1-195|servicio al cliente=>客户服务;servicio rápido=>快捷服务
b1-196|hacer un pedido=>下订单;pedido urgente=>加急订单
b1-197|presupuesto anual=>年度预算;fuera de presupuesto=>超预算
b1-198|inversión extranjera=>外国投资;invertir dinero=>投资金钱
b1-199|impuesto sobre la renta=>所得税;pagar impuestos=>缴税
b1-200|deuda pública=>公共债务;estar en deuda=>欠着人情/债
b1-201|ganancias netas=>净利润;repartir ganancias=>分红
b1-202|pérdida de tiempo=>浪费时间;sufrir pérdidas=>遭受损失
b1-203|pedir un préstamo=>申请贷款;devolver el préstamo=>还贷
b1-204|controlar la inflación=>抑制通胀
b1-205|crecimiento económico=>经济增长;crecimiento personal=>个人成长
b1-206|comercio electrónico=>电商;comercio internacional=>国际贸易
b1-207|derechos del consumidor=>消费者权益
b1-208|competencia feroz=>激烈竞争;en competencia con=>与……竞争
b1-209|cuenta de ahorro=>储蓄账户;fondo de ahorro=>储蓄基金
b1-210|vivir en la pobreza=>生活在贫困中;luchar contra la pobreza=>扶贫
b1-211|repartir la riqueza=>分配财富;fuente de riqueza=>财富之源
b1-212|sistema educativo=>教育体系;educación básica=>基础教育
b1-213|asignatura obligatoria=>必修课;asignatura suspendida=>挂科的科目
b1-214|sacar buenas notas=>考出好分数;tomar notas=>记笔记
b1-215|conseguir una beca=>拿到奖学金;beca de estudios=>学业奖学金
b1-216|título universitario=>大学学位;título del libro=>书名
b1-217|hacer un máster=>读硕士;máster en negocios=>商科硕士
b1-218|estar en el doctorado=>在读博士;terminar el doctorado=>博士毕业
b1-219|investigación científica=>科学研究;equipo de investigación=>科研团队
b1-220|experimento de laboratorio=>实验室试验
b1-221|confirmar la hipótesis=>验证假设;plantear una hipótesis=>提出假设
b1-222|según los datos=>根据数据;dato fiable=>可靠数据
b1-223|hacer un análisis=>做分析;análisis detallado=>详细分析
b1-224|según las encuestas=>根据民调;responder la encuesta=>填写问卷
b1-225|primer capítulo=>第一章;capítulo final=>最后一章
b1-226|en resumen=>总之;resumen ejecutivo=>摘要
b1-227|campus universitario=>大学校园;vida en el campus=>校园生活
b1-228|alumno aplicado=>用功的学生;alumnos de intercambio=>交换生
b1-229|pagar la matrícula=>交注册费;matrícula abierta=>开放注册
b1-230|idioma extranjero=>外语;idioma oficial=>官方语言
b1-231|frase hecha=>固定搭配;frase completa=>完整的句子
b1-232|expresión coloquial=>口语表达;libertad de expresión=>表达自由
b1-233|significado literal=>字面意思;doble significado=>双关
b1-234|traducción al chino=>译成中文;mala traducción=>糟糕的翻译
b1-235|falta de ortografía=>拼写错误;ortografía correcta=>拼写正确
b1-236|regla de gramática=>语法规则;gramática básica=>基础语法
b1-237|acento andaluz=>安达卢西亚口音;acento gráfico=>重音符号
b1-238|buena pronunciación=>发音标准;pronunciación difícil=>难发的音
b1-239|vocabulario básico=>基础词汇;ampliar el vocabulario=>扩大词汇量
b1-240|reportaje especial=>专题报道;reportaje de investigación=>调查报道
b1-241|periodista deportivo=>体育记者;periodista freelance=>自由撰稿记者
b1-242|emisora de radio=>广播电台;emisora local=>本地电台
b1-243|documental de naturaleza=>自然纪录片
b1-244|espectadores del estadio=>球场观众
b1-245|audiencia millonaria=>百万收视;captar audiencia=>吸引受众
b1-246|canal de televisión=>电视频道;canal oficial=>官方渠道
b1-247|enlace roto=>失效链接;enviar un enlace=>发链接
b1-248|publicidad engañosa=>虚假广告;anuncio de publicidad=>广告
b1-249|enfermedad grave=>重病;curar la enfermedad=>治病
b1-250|síntoma común=>常见症状;primeros síntomas=>初期症状
b1-251|dolor de cabeza=>头疼;sentir un dolor agudo=>剧痛
b1-252|tener fiebre=>发烧;fiebre alta=>高烧
b1-253|coger la gripe=>得流感;vacuna contra la gripe=>流感疫苗
b1-254|estar resfriado=>感冒了;resfriado común=>普通感冒
b1-255|herida leve=>轻伤;curar la herida=>处理伤口
b1-256|tratamiento médico=>医疗处置;empezar el tratamiento=>开始治疗
b1-257|receta médica=>处方;receta de cocina=>菜谱
b1-258|tomar una pastilla=>吃一片药;pastilla para dormir=>安眠药
b1-259|paciente grave=>重症病人;paciente nuevo=>新病人
b1-260|tener cita con el médico=>约了医生
b1-261|poner la vacuna=>接种疫苗;vacuna anual=>年度疫苗
b1-262|operación de corazón=>心脏手术;operación exitosa=>成功的手术
b1-263|terapia de grupo=>团体治疗;terapia psicológica=>心理治疗
b1-264|caer en depresión=>陷入抑郁;depresión profunda=>重度抑郁
b1-265|sufrir estrés=>承受压力;estrés laboral=>工作压力
b1-266|sentir ansiedad=>感到焦虑;ansiedad ante el examen=>考前焦虑
b1-267|adicción al móvil=>手机成瘾;adicción al tabaco=>烟瘾
b1-268|clínica dental=>牙科诊所;ir a la clínica=>去诊所
b1-269|la enfermera atiende=>护士在照看;enfermera de guardia=>值班护士
b1-270|cirujano famoso=>知名外科医生
b1-271|cumplir la ley=>守法;contra la ley=>违法
b1-272|el juez decidió=>法官裁决;juez imparcial=>公正的法官
b1-273|juicio justo=>公正的审判;ir a juicio=>对簿公堂
b1-274|abogado penalista=>刑事律师;consultar a un abogado=>咨询律师
b1-275|cometer un delito=>犯罪;delito grave=>重罪
b1-276|poner una multa=>开出罚单;multa de aparcamiento=>违停罚单
b1-277|entrar en la cárcel=>入狱;sacar de la cárcel=>出狱
b1-278|hacer justicia=>伸张正义;justicia social=>社会正义
b1-279|cambiar de gobierno=>政府更迭;gobierno local=>地方政府
b1-280|ministro de exteriores=>外交部长
b1-281|partido político=>政党;partido de fútbol=>足球比赛
b1-282|elecciones generales=>大选;ganar las elecciones=>赢得选举
b1-283|derecho al voto=>投票权;voto en blanco=>空白票
b1-284|ciudadano español=>西班牙公民;deberes del ciudadano=>公民义务
b1-285|Estado de derecho=>法治;estado civil=>婚姻状况
b1-286|nación entera=>整个民族;nación unida=>团结的国家
b1-287|cruzar la frontera=>过境;frontera abierta=>开放边境
b1-288|solicitar el visado=>申请签证;visado de trabajo=>工作签证
b1-289|política económica=>经济政策;entrar en política=>步入政坛
b1-290|libertad de expresión=>言论自由;con libertad=>自由地
b1-291|igualdad de género=>性别平等;en igualdad de condiciones=>同等条件下
b1-292|democracia plena=>完全民主;vivir en democracia=>生活在民主制度下
b1-293|problemas de la sociedad=>社会问题;sociedad civil=>公民社会
b1-294|comunidad vecinal=>社区邻里;comunidad online=>线上社群
b1-295|población mundial=>世界人口;población joven=>年轻人口
b1-296|minoría étnica=>少数族裔;en minoría=>占少数
b1-297|contaminación del aire=>空气污染;reducir la contaminación=>减少污染
b1-298|humo del tabaco=>烟雾;salir humo=>冒烟
b1-299|reciclaje de plásticos=>塑料回收;punto de reciclaje=>回收点
b1-300|energía renovable=>可再生能源;ahorrar energía=>节约能源
b1-301|precio del petróleo=>油价;industria del petróleo=>石油产业
b1-302|gas natural=>天然气;fuga de gas=>燃气泄漏
b1-303|muebles de madera=>木制家具;madera noble=>优质木材
b1-304|central de carbón=>燃煤电厂;carbón vegetal=>木炭
b1-305|sufrir una sequía=>遭遇干旱;sequía extrema=>极端干旱
b1-306|inundación repentina=>突发洪水;riesgo de inundación=>洪涝风险
b1-307|terremoto de magnitud 7=>7 级地震;epicentro del terremoto=>震中
b1-308|avenida principal=>主干道;por la avenida=>沿着大街
b1-309|distrito financiero=>金融区;distrito centro=>中心区
b1-310|región autónoma=>自治区;en toda la región=>全地区
b1-311|provincia de Barcelona=>巴塞罗那省
b1-312|aldea de montaña=>山村;vida de aldea=>村庄生活
b1-313|ayuntamiento de Madrid=>马德里市政厅
b1-314|construcción de viviendas=>住宅建设;obra en construcción=>施工中
b1-315|obra de teatro=>戏剧作品;obra pública=>公共工程
b1-316|arquitecto del proyecto=>项目建筑师
b1-317|fábrica de coches=>汽车厂;trabajar en la fábrica=>在厂里上班
b1-318|industria textil=>纺织业;industria pesada=>重工业
b1-319|estar en un atasco=>堵在路上;atasco monumental=>大堵车
b1-320|pagar el peaje=>交过路费;peaje electrónico=>电子收费
b1-321|aparcamiento gratis=>免费停车场;buscar aparcamiento=>找车位
b1-322|hacer escala en Madrid=>在马德里中转
b1-323|andén número dos=>二号站台;esperar en el andén=>在站台等
b1-324|hacerse ilusiones=>抱有幻想;con mucha ilusión=>满怀期待
b1-325|en un ataque de enfado=>一时怒起;controlar el enfado=>压住火气
b1-326|rabia contenida=>强压的怒火;entrarle rabia=>一阵火大
b1-327|sentir envidia=>感到嫉妒;envidia sana=>良性羡慕
b1-328|¿quién tiene la culpa?=>这怪谁？;sin culpa=>无辜
b1-329|sentir remordimiento=>感到懊悔
b1-330|causar confusión=>造成混乱;en la confusión=>混乱之中
b1-331|tener fe en ti=>对你有信心;fe ciega=>盲目的信仰
b1-332|permiso de trabajo=>工作许可;pedir permiso=>请求许可
b1-333|soltar la risa=>笑出声;risa contagiosa=>有感染力的笑
b1-334|llanto silencioso=>无声的哭;romper en llanto=>放声大哭
b1-335|con imaginación=>凭想象力;falta de imaginación=>缺乏想象力
b1-336|creatividad artística=>艺术创造力;fomentar la creatividad=>激发创造力
b1-337|inteligencia artificial=>人工智能;alta inteligencia=>高智商
b1-338|sabiduría popular=>民间智慧;con sabiduría=>明智地
b1-339|buena memoria=>记性好;perder la memoria=>失忆
b1-340|prestar atención=>集中注意;llamar la atención=>引起注意
b1-341|perder la concentración=>走神;necesito concentración=>我需要专注
b1-342|motivación interna=>内在动力;falta de motivación=>缺乏动力
b1-343|actitud positiva=>积极态度;cambiar de actitud=>转变态度
b1-344|comportamiento extraño=>反常行为;buen comportamiento=>表现良好
b1-345|talento natural=>天生的才能;talento musical=>音乐天赋
b1-346|habilidad social=>社交技能;desarrollar habilidades=>发展技能
b1-347|hacer un favor=>帮个忙;pedir un favor=>请人帮忙
b1-348|tener razón=>有道理;la razón principal=>主要原因
b1-349|la clave del éxito=>成功的关键;clave de acceso=>访问密钥
b1-350|en detalle=>详细地;prestar atención al detalle=>注重细节
b1-351|juzgar por las apariencias=>以貌取人
b1-352|tradición familiar=>家族传统;por tradición=>按传统
b1-353|libertad de religión=>宗教自由;profesar una religión=>信教
b1-354|gran logro=>巨大成就;logro personal=>个人成就
b1-355|fracaso rotundo=>彻底失败;temer al fracaso=>害怕失败
b1-356|mejora continua=>持续改进;una mejora notable=>显著改善
b1-357|el único inconveniente=>唯一的缺点;sin inconvenientes=>毫无障碍
b1-358|superar el obstáculo=>越过障碍;obstáculo inesperado=>意外阻碍
b1-359|fase inicial=>初期阶段;en esta fase=>现阶段
b1-360|plazo de entrega=>交货期限;dentro del plazo=>在期限内
b1-361|en un corto período=>在短时期内;período de prueba=>试用期
b1-362|en la época de mis padres=>在我父母那个年代
b1-363|en el siglo XXI=>在 21 世纪;siglo pasado=>上个世纪
b1-364|en la última década=>在过去十年
b1-365|aniversario de boda=>结婚纪念日;celebrar el aniversario=>庆祝周年
b1-366|fecha de nacimiento=>出生日期;desde su nacimiento=>自出生起
b1-367|muerte súbita=>猝死;ante la muerte=>面对死亡
b1-368|la cumbre de la montaña=>山顶;cumbre internacional=>国际峰会
b1-369|en la costa mediterránea=>在地中海沿岸
b1-370|a la sombra del árbol=>在树荫下;sin sombra=>无影
b1-371|superficie lisa=>光滑的表面;sobre la superficie=>在表面上
b1-372|a gran altura=>在高空;altura considerable=>相当的高度
b1-373|profundidad del mar=>海洋深度;a cierta profundidad=>在某个深度
b1-374|subir el volumen=>调大音量;volumen alto=>大音量
b1-375|velocidad máxima=>最高时速;a toda velocidad=>全速
b1-376|peso ideal=>理想体重;levantar peso=>举重
b1-377|llegar a un acuerdo=>达成协议;de acuerdo=>一致
b1-378|conflicto armado=>武装冲突;resolver el conflicto=>化解冲突
b1-379|debate televisado=>电视辩论;moderar el debate=>主持辩论
b1-380|discusión acalorada=>激烈争论;tema de discusión=>讨论话题
b1-381|charla amena=>愉快的闲谈;charla informativa=>宣讲会
b1-382|conversación agradable=>愉快的交谈;entablar una conversación=>展开对话
b1-383|diálogo abierto=>开放对话;mesa de diálogo=>对话桌
b1-384|moverse el rumor=>传闻四起;rumor infundado=>无根据的传言
b1-385|contar chismes=>传八卦;puro chisme=>纯属八卦
b1-386|crisis económica=>经济危机;salir de la crisis=>走出危机
b1-387|desempeñar un papel=>扮演重要角色|g:desempeñar un papel (importante) 固定搭配
b1-388|esforzarse por mejorar=>努力改进;esfuérzate un poco=>再加把劲
b1-389|atreverse a preguntar=>敢开口问;no se atreve=>他不敢
b1-390|negarse a colaborar=>拒绝合作;se negó a pagar=>他拒付
b1-391|apuntarse al gimnasio=>办健身卡;apuntarse a un curso=>报班
b1-392|matricularse en la universidad=>大学注册入学
b1-393|graduarse con honores=>以优等成绩毕业
b1-394|llevarse bien con todos=>和谁都处得来
b1-395|enterarse de la noticia=>得知消息;¿cómo te enteraste?=>你怎么知道的？
b1-396|fijarse en los detalles=>留意细节;no me fijé=>我没注意
b1-397|ocuparse de la logística=>负责后勤
b1-398|encargarse del proyecto=>接手项目
b1-399|distinguirse por su voz=>以嗓音出众
b1-400|diferenciarse de la competencia=>与对手差异化
