# A2 5D 种子
a2-103|experiencia laboral=>工作经验;tener experiencia=>有经验|m:经验
a2-104|formación profesional=>职业培训;curso de formación=>培训课程
a2-105|horario de trabajo=>工作时间表;horario flexible=>弹性工时
a2-106|turno de noche=>夜班;turno de mañana=>早班
a2-107|estar de vacaciones=>在度假;vacaciones de verano=>暑假
a2-108|un colega de trabajo=>同事;mis colegas=>我的同事们
a2-109|hacer la tarea=>做作业;tarea pendiente=>待办任务
a2-110|proyecto nuevo=>新项目;dirigir un proyecto=>主持项目
a2-111|escribir un informe=>写报告;informe anual=>年度报告
a2-112|mandar un mensaje=>发消息;mensaje de voz=>语音消息|m:消息
a2-113|correo electrónico=>电子邮件;enviar un correo=>发邮件
a2-114|una llamada perdida=>未接来电;recibir una llamada=>接到电话
a2-115|cargar la batería=>充电;batería agotada=>电池没电了
a2-116|cargador de móvil=>手机充电器;olvidar el cargador=>忘了带充电器
a2-117|contraseña olvidada=>忘记密码;escribir la contraseña=>输入密码
a2-118|nombre de usuario=>用户名;usuario nuevo=>新用户
a2-119|descargar una aplicación=>下载应用;abrir la aplicación=>打开应用
a2-120|abrir el archivo=>打开文件;guardar el archivo=>保存文件
a2-121|estar en línea=>在线;red social=>社交网络
a2-122|¿qué talla usa?=>您穿什么码？;talla grande=>大码
a2-123|las rebajas de enero=>一月大减价;comprar en rebajas=>趁打折买
a2-124|descuento del veinte por ciento=>八折;con descuento=>有折扣
a2-125|pedir la factura=>要发票;factura a nombre de=>发票抬头
a2-126|guardar el recibo=>收好收据;recibo de la compra=>购物小票
a2-127|pagar en caja=>在收银台付款;caja número dos=>二号收银台
a2-128|el vendedor me recomendó=>店员给我推荐;vendedor amable=>热情的售货员
a2-129|marca famosa=>知名品牌;la marca del coche=>车的品牌
a2-130|producto local=>本地产品;producto de calidad=>优质产品
a2-131|calidad superior=>上乘质量;mala calidad=>质量差
a2-132|hacer una reserva=>预订;reserva de hotel=>酒店预订
a2-133|facturar el equipaje=>托运行李;equipaje de mano=>手提行李
a2-134|hacer la maleta=>收拾行李箱;maleta ligera=>轻便行李箱
a2-135|revisar el pasaporte=>查验护照;pasaporte caducado=>过期护照
a2-136|pasar por la aduana=>过海关;aduana del aeropuerto=>机场海关
a2-137|la llegada del vuelo=>航班到达;sala de llegadas=>到达大厅
a2-138|puerta de salida=>出口;salida de emergencia=>紧急出口|m:出口
a2-139|retraso del vuelo=>航班延误;con dos horas de retraso=>延误两小时
a2-140|reservar el asiento=>订座位;asiento de ventanilla=>靠窗座位
a2-141|vuelo directo=>直飞航班;perder el vuelo=>误机
a2-142|destino final=>最终目的地;destino turístico=>旅游目的地
a2-143|entrada del museo=>博物馆门票;entrada general=>普通门票
a2-144|viajar al extranjero=>去国外;en el extranjero=>在国外
a2-145|visita guiada del museo=>博物馆导览|g:guided tour，导览员带队的参观
a2-146|un barrio tranquilo=>安静的街区;barrio antiguo=>老城区
a2-147|en la esquina=>在街角;doblar la esquina=>拐过街角
a2-148|pasar el semáforo=>过红绿灯;semáforo en rojo=>红灯
a2-149|autopista de peaje=>收费高速;por la autopista=>走高速
a2-150|carretera principal=>主干道;carretera de montaña=>山路
a2-151|edificio alto=>高楼;edificio histórico=>历史建筑
a2-152|biblioteca pública=>公共图书馆;ir a la biblioteca=>去图书馆
a2-153|piscina municipal=>市立泳池;ir a la piscina=>去游泳
a2-154|apuntarse al gimnasio=>办健身房卡;entrenar en el gimnasio=>在健身房锻炼
a2-155|estadio de fútbol=>足球场;un estadio lleno=>座无虚席的球场
a2-156|meter en la nevera=>放进冰箱;nevera vacía=>空冰箱
a2-157|cocina moderna=>现代化厨房;cocina española=>西班牙菜|m:厨房
a2-158|precalentar el horno=>预热烤箱;horno caliente=>烤箱很烫
a2-159|poner la lavadora=>开洗衣机;lavadora nueva=>新洗衣机
a2-160|tomar el aire en el balcón=>在阳台透气;balcón con vistas=>景观阳台
a2-161|jardín privado=>私家花园;cuidar el jardín=>打理花园
a2-162|tirar la basura=>倒垃圾;bolsa de basura=>垃圾袋
a2-163|toalla limpia=>干净的毛巾;secarse con una toalla=>用毛巾擦干
a2-164|jabón de manos=>洗手皂;lavarse con jabón=>用肥皂洗
a2-165|dormir sin almohada=>不用枕头睡觉;almohada blanda=>软枕头
a2-166|una manta de invierno=>冬天的毯子;cubrirse con una manta=>盖上毯子
a2-167|correr las cortinas=>拉窗帘;cortinas nuevas=>新窗帘
a2-168|mirarse en el espejo=>照镜子;espejo de baño=>浴室镜
a2-169|lavarse en el lavabo=>在洗手池洗漱;lavabo del baño=>卫生间洗手池
a2-170|tener esperanza=>抱有希望;esperanza de futuro=>对未来的希望
a2-171|sentir alegría=>感到开心;alegría de vivir=>生活的乐趣
a2-172|sentir tristeza=>感到悲伤;tristeza profunda=>深深的悲伤
a2-173|¡qué sorpresa!=>真意外！;una sorpresa agradable=>惊喜
a2-174|¡qué vergüenza!=>真丢人！;sentir vergüenza=>感到羞愧
a2-175|sentir orgullo=>感到骄傲;orgullo propio=>自尊
a2-176|tener buen humor=>心情好;sentido del humor=>幽默感
a2-177|personalidad fuerte=>要强的个性;personalidad abierta=>外向的性格
a2-178|buen carácter=>好脾气;carácter difícil=>难相处的性格
a2-179|tener confianza=>有信心;confianza en sí mismo=>自信
a2-180|decir mentiras=>说谎;mentira blanca=>善意的谎言
a2-181|decir la verdad=>说实话;la verdad es que=>老实说
a2-182|guardar un secreto=>保守秘密;un secreto entre nosotros=>咱俩的秘密
a2-183|cumplir una promesa=>信守承诺;promesa rota=>没兑现的承诺
a2-184|cometer un error=>犯错;error grave=>严重错误
a2-185|tener suerte=>走运;tener mala suerte=>倒霉
a2-186|tener éxito=>取得成功;éxito rotundo=>巨大成功
a2-187|una oportunidad única=>难得的机会;aprovechar la oportunidad=>抓住机会
a2-188|tener la costumbre de=>有……的习惯;costumbre local=>当地习俗
a2-189|hábito sano=>健康的习惯;hábito diario=>日常习惯
a2-190|tomar una decisión=>做决定;decisión importante=>重大决定
a2-191|tener una idea=>有个主意;buena idea=>好主意
a2-192|en mi opinión=>依我看;opinión personal=>个人看法
a2-193|dar un consejo=>给建议;consejo útil=>有用的建议
a2-194|noticia de última hora=>突发新闻;ver las noticias=>看新闻
a2-195|aviso importante=>重要通知;sin previo aviso=>毫无预先通知
a2-196|anuncio publicitario=>广告;poner un anuncio=>登广告
a2-197|perderse en el bosque=>在森林里迷路;bosque de pinos=>松林
a2-198|el río Ebro=>埃布罗河;nadar en el río=>在河里游泳
a2-199|lago de montaña=>高山湖泊;a orillas del lago=>湖边
a2-200|una isla desierta=>荒岛;isla tropical=>热带岛屿
a2-201|desierto del Sahara=>撒哈拉沙漠;en pleno desierto=>在沙漠深处
a2-202|luna llena=>满月;de noche hay luna=>晚上有月亮
a2-203|mirar las estrellas=>看星星;estrella fugaz=>流星
a2-204|la Tierra=>地球;tierra de cultivo=>耕地|m:地球；土地
a2-205|aire fresco=>新鲜空气;respirar profundo=>深呼吸
a2-206|fuego de cocina=>灶火;prender fuego=>点火
a2-207|hace mucho viento=>风很大;viento fuerte=>大风
a2-208|un cielo sin nubes=>万里无云;nubes grises=>乌云
a2-209|tormenta eléctrica=>雷暴;tormenta de arena=>沙尘暴
a2-210|tomar la temperatura=>量体温;temperatura alta=>高温
a2-211|clima mediterráneo=>地中海气候;clima cambiante=>多变天气
a2-212|en primavera=>在春天;primavera templada=>温暖的春天
a2-213|verano caluroso=>炎夏;en pleno verano=>盛夏
a2-214|otoño lluvioso=>多雨的秋天;en otoño=>在秋天
a2-215|invierno frío=>寒冬;invierno nevado=>下雪的冬天
a2-216|un perro pequeño=>小狗;pasear al perro=>遛狗
a2-217|un gato negro=>黑猫;el gato duerme=>猫在睡觉
a2-218|pájaro libre=>自由的鸟;los pájaros cantan=>鸟儿在歌唱
a2-219|montar a caballo=>骑马;caballo blanco=>白马
a2-220|un pez dorado=>金鱼;peces de colores=>观赏鱼
a2-221|animal salvaje=>野生动物;proteger a los animales=>保护动物
a2-222|un vecino ruidoso=>吵闹的邻居;vecino de al lado=>隔壁邻居
a2-223|compañero de clase=>同学;compañero de piso=>室友
a2-224|mi pareja=>我的另一半;una pareja de baile=>一对舞伴|m:伴侣
a2-225|invitar a los parientes=>邀请亲戚;parientes lejanos=>远亲
a2-226|asistir a una boda=>参加婚礼;boda al aire libre=>户外婚礼
a2-227|feliz cumpleaños=>生日快乐;fiesta de cumpleaños=>生日派对
a2-228|fiesta sorpresa=>惊喜派对;fiesta nacional=>国庆节
a2-229|recibir una invitación=>收到邀请;invitación a la boda=>婚礼请柬
a2-230|invitado de honor=>主宾;los invitados llegan=>客人们到了
a2-231|pagar con tarjeta de crédito=>刷信用卡|g:多词名词，整体记忆
a2-232|moneda de dos euros=>两欧硬币;moneda local=>当地货币
a2-233|¿tienes cambio?=>你有零钱吗？;dar el cambio=>找零|m:零钱
a2-234|cajero automático=>自动取款机;sacar dinero del cajero=>从取款机取钱
a2-235|hacer ruido=>制造噪音;un ruido extraño=>奇怪的响声
a2-236|guardar silencio=>保持安静;en silencio=>默默地
a2-237|cantar una canción=>唱歌;canción del verano=>夏日金曲
a2-238|escuchar música=>听音乐;música en directo=>现场音乐
a2-239|ver una película=>看电影;película de terror=>恐怖片
a2-240|programa de televisión=>电视节目;programa favorito=>最爱的节目|m:节目
a2-241|leer el periódico=>读报纸;según el periódico=>据报纸报道
a2-242|revista de moda=>时尚杂志;revista mensual=>月刊
a2-243|leer un artículo=>读文章;artículo de opinión=>评论文章|m:文章
a2-244|novela negra=>推理小说;leer una novela=>读小说
a2-245|contar un cuento=>讲故事;cuento infantil=>童话故事
a2-246|entradas del concierto=>演唱会门票;concierto al aire libre=>露天演唱会
a2-247|exposición de arte=>艺术展;visitar la exposición=>看展览
a2-248|un camarero antipático=>态度冷淡的服务员|g:antipático = simpático 的反义词，形容人冷漠难处
a2-249|una persona educada=>有教养的人;niño educado=>有礼貌的孩子
a2-250|generoso con todos=>对谁都大方;persona generosa=>大方的人
a2-251|pensar solo en sí mismo=>只想着自己
a2-252|una persona sincera=>真诚的人;respuesta sincera=>坦诚的回答
a2-253|un chico tímido=>腼腆的男孩;sentirse tímido=>感到害羞
a2-254|niño sociable=>合群的孩子;persona sociable=>外向合群的人
a2-255|un alumno perezoso=>懒散的学生;no seas perezoso=>别犯懒
a2-256|estudiante trabajador=>勤奋的学生;gente trabajadora=>勤劳的人们
a2-257|empleado responsable=>尽责的员工;ser responsable de=>对……负责
a2-258|persona organizada=>有条理的人;escritorio organizado=>整洁的书桌
a2-259|llegar puntual=>准时到;persona puntual=>守时的人
a2-260|ser paciente con los niños=>对孩子有耐心;esperar paciente=>耐心等待
a2-261|estar nervioso=>紧张;poner nervioso=>让人紧张
a2-262|estar estresado=>压力山大;trabajo estresante=>高压工作
a2-263|estar preocupado por=>为……担心;madre preocupada=>操心的妈妈
a2-264|estar enfadado con=>生……的气;mirada enfadada=>愠怒的眼神
a2-265|una niña alegre=>开朗的女孩;estar alegre=>心情愉快
a2-266|persona optimista=>乐观的人;ser optimista=>保持乐观
a2-267|pensamiento pesimista=>悲观的想法;no seas pesimista=>别那么悲观
a2-268|una persona honesta=>诚实的人;comerciante honesto=>诚信的商人
a2-269|precio justo=>公道的价格;ser justo con todos=>对所有人公平|m:公平的
a2-270|sentirse débil=>感到虚弱;café débil=>淡咖啡
a2-271|pan duro=>硬面包;un examen duro=>一场艰难的考试
a2-272|materias blandas=>软的材料;colchón blando=>软床垫
a2-273|un sofá cómodo=>舒服的沙发;zapatos cómodos=>舒服的鞋
a2-274|una herramienta útil=>有用的工具;resultar útil=>派上用场
a2-275|documento necesario=>必需的文件;es necesario hacer=>有必要做
a2-276|tiempo suficiente=>足够的时间;suficiente por hoy=>今天就到这
a2-277|un error común=>常见错误;sentido común=>常识|m:常见的
a2-278|qué raro=>好奇怪;un día raro=>怪怪的一天|m:奇怪的
a2-279|un hombre extraño=>奇怪的男子;país extraño=>陌生的国度|m:奇怪的
a2-280|mi propio coche=>我自己的车;con mis propios ojos=>亲眼
a2-281|un postre dulce=>甜点;demasiado dulce=>太甜了
a2-282|café amargo=>苦咖啡;sabor amargo=>苦味
a2-283|comida picante=>辣菜;me gusta el picante=>我爱吃辣
a2-284|fruta fresca=>新鲜水果;una noche fresca=>凉爽的夜晚|m:新鲜的
a2-285|una maleta pesada=>沉重的箱子;un hombre pesado=>烦人的家伙|m:重的
a2-286|un libro grueso=>厚书;un árbol grueso=>粗壮的树
a2-287|azúcar fino=>细糖;un trabajo fino=>精细的活儿
a2-288|una calle ancha=>宽阔的街道;camas anchas=>宽敞的床
a2-289|una puerta estrecha=>窄门;un callejón estrecho=>狭窄的巷子
a2-290|clima húmedo=>潮湿的气候;día húmedo=>湿漉漉的天气
a2-291|ropa seca=>干衣服;tiempo seco=>干燥的天气
a2-292|día soleado=>晴天;mañana soleada=>阳光明媚的上午
a2-293|día nublado=>阴天;cielo nublado=>阴沉沉的天
a2-294|un pozo profundo=>深井;sueño profundo=>深度睡眠
a2-295|habla despacio=>请说慢点;despacio y claro=>又慢又清楚
a2-296|venir enseguida=>马上过来;enseguida lo hago=>我这就做
a2-297|apenas puedo=>我几乎不行;apenas llegó=>他刚到|m:几乎不
a2-298|realmente importante=>确实重要;realmente bueno=>真的好
a2-299|me gusta todo, sobre todo el postre=>我都喜欢，尤其是甜点
a2-300|sin embargo, llueve=>然而下雨了
a2-301|estaba cansado y por lo tanto me fui=>我累了，因此先走了
a2-302|además, es barato=>此外还很便宜
a2-303|de hecho, tengo razón=>其实我是对的
a2-304|por ejemplo, el agua=>比如水
a2-305|en cambio, él no=>相反，他没有
a2-306|al final ganamos=>最后我们赢了
a2-307|al principio no entendía=>起初我不明白
a2-308|por lo menos dos veces=>至少两次
a2-309|cada vez más caro=>越来越贵
a2-310|aprender poco a poco=>一点一点地学
a2-311|de repente sonó el teléfono=>电话突然响了
a2-312|de vez en cuando salgo=>我偶尔出门
a2-313|lo intentó otra vez=>他又试了一次
a2-314|ya no fumo=>我不再抽烟了
a2-315|es mejor así=>这样更好;cada vez mejor=>越来越好
a2-316|cada vez peor=>越来越糟;peor que antes=>比以前差
a2-317|mi hermano mayor=>我哥哥;el mayor de los tres=>三人中的老大
a2-318|mi hermana menor=>我妹妹;el menor de la clase=>班里最小的
a2-319|este libro es mío=>这本书是我的;un amigo mío=>我的一个朋友
a2-320|esta casa es tuya=>这房子是你的;¿es tuyo?=>是你的吗？
a2-321|el coche es suyo=>车是他的;un primo suyo=>他的一个堂兄
a2-322|este país es nuestro=>这个国家是我们的;un deber nuestro=>我们的责任
a2-323|creo que tienes razón=>我觉得你是对的|g:creo que + 陈述式，表达看法
a2-324|no creo que venga=>我觉得他不会来|g:no creo que + 虚拟式
a2-325|en mi opinión, es mejor=>依我看这样更好
a2-326|me parece que sí=>我看是这样
a2-327|para mí, el mejor=>对我来说是最好的
a2-328|estoy seguro de que viene=>我确定他会来
a2-329|lo importante es practicar=>重要的是练习|g:lo + 形容词 = ……的事物
a2-330|lo que quiero es descansar=>我想要的是休息
a2-331|lo mejor del viaje=>旅行最棒的部分
a2-332|cada vez que viene=>每次他来|g:cada vez que + 从句
a2-333|mientras cocino, escucho música=>我做饭时听音乐
a2-334|espera hasta que llegue=>等到他来
a2-335|desde que vivo aquí=>自从我住到这里
a2-336|ya que llueve, quedémonos=>既然下雨，我们留下吧
a2-337|debido a la lluvia=>由于下雨
a2-338|tan alto como yo=>和我一样高;tan rápido como tú=>和你一样快
a2-339|más grande que el mío=>比我的大;más difícil que antes=>比以前难
a2-340|es mi culpa=>是我的错;la culpa es tuya=>是你的错
a2-341|darse cuenta del error=>意识到错误
a2-342|hacer caso a mamá=>听妈妈的话;no hace caso=>他不予理会
a2-343|quedarse con el resto=>把剩下的留下
a2-344|te echo de menos=>我想你;echar de menos la casa=>想家
a2-345|poner en marcha el proyecto=>启动项目;ponerse en marcha=>动身
a2-346|arreglárselas solo=>自己想办法应对
a2-347|hazme un favor=>帮我个忙;pedir un favor=>请人帮忙
a2-348|tomar una decisión difícil=>做出艰难决定
a2-349|cambiar de opinión=>改变主意
a2-350|de acuerdo con el plan=>按照计划;no estoy de acuerdo con=>我不同意
a2-351|¿hablas en serio?=>你是认真的吗？;en serio, es buenísimo=>真的，特别好
a2-352|de verdad te gusta=>你真的喜欢吗？
a2-353|la verdad es que no sé=>说实话我不知道
a2-354|no me gusta nada=>我一点也不喜欢;no hay nada=>什么也没有
a2-355|te lo digo para que sepas=>我告诉你让你知道|g:para que + 虚拟式，表目的
a2-356|a pesar de la lluvia, salió=>尽管下雨，他还是出门了
