b2-1505|llegar a un consenso=>达成共识;un amplio consenso social=>广泛的社会共识
b2-1506|la gestión de crisis=>危机管理;una gestión eficiente=>高效的管理
b2-1507|el bienestar social=>社会福祉;el estado de bienestar=>福利国家
b2-1508|rendimiento escolar=>学业表现;un alto rendimiento=>高产出
b2-1509|la integridad territorial=>领土完整;un político de integridad=>一位正直的政治家
b2-1510|un pilar fundamental=>一根支柱;los pilares de la economía=>经济的支柱
b2-1511|desde mi punto de vista=>在我看来;cambiar de punto de vista=>换个视角
b2-1512|de madrugada=>在凌晨;a las cuatro de la madrugada=>凌晨四点
b2-1513|el auge del comercio electrónico=>电商的兴起;estar en auge=>正处鼎盛
b2-1514|la escasez de agua=>缺水;época de escasez=>匮乏时期
b2-1515|la especulación inmobiliaria=>房地产投机;una mera especulación=>纯属猜测
b2-1516|el estancamiento económico=>经济停滞
b2-1517|el desplome de la bolsa=>股市暴跌
b2-1518|un incentivo económico=>一项经济激励;crear incentivos=>创造激励
b2-1519|un indicador fiable=>一个可靠指标;indicadores de calidad=>质量指标
b2-1520|el suministro eléctrico=>电力供应;interrumpir el suministro=>中断供应
b2-1521|un desembolso inicial=>一笔初期支出;un gran desembolso=>一大笔开销
b2-1522|la prosperidad económica=>经济繁荣;traer prosperidad=>带来繁荣
b2-1523|la bonanza económica=>经济景气;años de bonanza=>景气年份
b2-1524|gasto público=>公共开支;recortar el gasto=>削减开支
b2-1525|el desequilibrio hormonal=>激素失衡;un desequilibrio de fuerzas=>力量失衡
b2-1526|la estabilidad política=>政治稳定;en busca de estabilidad=>寻求稳定
b2-1527|la tensión arterial=>血压;aliviar la tensión=>缓和紧张
b2-1528|el deterioro del medio ambiente=>环境恶化;el deterioro de su salud=>他健康状况的恶化
b2-1529|la destrucción masiva=>大规模毁灭;la destrucción del bosque=>森林的破坏
b2-1530|el estallido de la guerra=>战争爆发;el estallido social=>社会暴动
b2-1531|el rebrote de la epidemia=>疫情复燃;un rebrote de violencia=>暴力回潮
b2-1532|la vulnerabilidad de los niños=>儿童的脆弱性
b2-1533|adquirir inmunidad=>获得免疫力;la inmunidad de grupo=>群体免疫
b2-1534|sembrar el pánico=>制造恐慌;caer en el pánico=>陷入恐慌
b2-1535|el optimismo cauteloso=>谨慎的乐观;desbordante optimismo=>满溢的乐观
b2-1536|caer en el pesimismo=>陷入悲观;un aire de pesimismo=>一股悲观气息
b2-1537|vencer el desánimo=>战胜气馁;caer en el desánimo=>情绪低落
b2-1538|mirar con recelo=>带着戒心看;despertar recelos=>引起猜疑
b2-1539|sentir rechazo por=>对…感到排斥;un rechazo rotundo=>断然拒绝
b2-1540|tomarse la venganza=>实施复仇;vengarse=>报仇
b2-1541|dar un sobresalto=>吓一跳;con el corazón en un sobresalto=>提心吊胆
b2-1542|el hartazgo de la población=>民众的不堪忍受
b2-1543|morir de tedio=>无聊至死;el tedio de los lunes=>周一的百无聊赖
b2-1544|el sosiego del campo=>乡间的安宁;recobrar el sosiego=>恢复平静
b2-1545|dejar el vicio=>戒掉恶习;un vicio costoso=>一个烧钱的嗜好
b2-1546|romper un tabú=>打破禁忌;tema tabú=>禁忌话题
b2-1547|la ciudadanía exige respuestas=>公民要求说法;ciudadanía activa=>积极参与的公民群体
b2-1548|la legitimidad del gobierno=>政府的合法性;poner en tela de juicio la legitimidad=>质疑其合法性
b2-1549|el legado cultural=>文化遗产;dejar un legado=>留下一笔遗产
b2-1550|el rescate de los mineros=>矿工救援;un plan de rescate=>一揽子救助计划
b2-1551|buscar refugio=>寻求庇护;un refugio de montaña=>一间山间避难所
b2-1552|el comité de empresa=>企业委员会;un comité de expertos=>专家委员会
b2-1553|mandar el currículum=>投递简历;actualizar el currículum=>更新简历
b2-1554|hacer un trámite=>办手续;los trámites burocráticos=>官僚流程
b2-1555|el soporte técnico=>技术支持;un soporte vital=>生命维持设备
b2-1556|una plataforma digital=>数字平台;una plataforma petrolífera=>钻井平台
b2-1557|la fiabilidad de los datos=>数据的可靠性
b2-1558|la coherencia del discurso=>论述的连贯性;actuar con coherencia=>言行一致
b2-1559|las expectativas de vida=>预期寿命;cubrir las expectativas=>达到预期
b2-1560|un matiz importante=>一个重要细微差别;con matices=>略有差别
b2-1561|una noción equivocada=>一个错误概念;la noción del tiempo=>时间概念
b2-1562|una paradoja temporal=>一个时间悖论;vivir una paradoja=>身处悖论之中
b2-1563|la madurez emocional=>情感成熟;llegar a la madurez=>步入成熟
b2-1564|de magnitud histórica=>历史性规模;la magnitud del problema=>问题的量级
b2-1565|tener mérito=>有价值，值得称道;un mérito propio=>一份属于自己的功劳
b2-1566|el ingenio popular=>民间智慧;una solución llena de ingenio=>一个巧妙的办法
b2-1567|la pericia técnica=>技术专长;con gran pericia=>极为老练地
b2-1568|actuar con espontaneidad=>行事随性;la espontaneidad del aplauso=>掌声的自发
b2-1569|una fortaleza inexpugnable=>一座攻不破的堡垒;las fortalezas y debilidades=>长处与短板
b2-1570|una oleada de calor=>一股热浪;una oleada de protestas=>抗议浪潮
b2-1571|un estereotipo de género=>一种性别刻板印象;romper con los estereotipos=>打破刻板印象
b2-1572|el caos del tráfico=>交通混乱;sumido en el caos=>乱作一团
b2-1573|la ruptura de la negociación=>谈判破裂;una ruptura sentimental=>一段感情的破裂
b2-1574|el desenlace de la novela=>小说的结局;un desenlace inesperado=>出人意料的收场
b2-1575|el ocaso del imperio=>帝国的衰落;al ocaso de su vida=>在他的人生迟暮
b2-1576|el apogeo de su carrera=>他事业的鼎盛;en su apogeo=>如日中天
b2-1577|a fondo=>深入地;estudiar el tema a fondo=>深入研究;a fondo perdido=>血本无归地
b2-1578|recobrar la vitalidad=>重焕活力;desbordante de vitalidad=>活力四射
b2-1579|con renovado vigor=>以重新焕发的活力;el vigor de la juventud=>青春的朝气
b2-1580|el florecimiento de las artes=>艺术的兴盛
b2-1581|la proliferación de armas=>武器扩散
b2-1582|con temeridad=>鲁莽地;la temeridad de su apuesta=>他那场豪赌的莽
b2-1583|la sobriedad del vestuario=>着装的素净;hablar con sobriedad=>言辞克制
b2-1584|la rigidez del sistema=>体制的死板
b2-1585|la opacidad de las cuentas=>账目的不透明
b2-1586|en la vejez=>在晚年;una vejez tranquila=>一个安详的晚年
b2-1587|con premura=>匆忙地;hacer algo con premura=>赶着办事
b2-1588|desconocer el paradero=>不知下落;el paradero desconocido=>下落不明
b2-1589|el tejido social=>社会肌理;el tejido de algodón=>棉织物
b2-1590|un tramo de carretera=>一段公路;en el último tramo=>在最后一段
b2-1591|el embate de las olas=>海浪的冲击;soportar el embate=>顶住冲击
b2-1592|el entramado político=>政治生态网络;un entramado de mentiras=>谎言之网
b2-1593|un defensa central=>一名中后卫;defensor de los derechos=>权利的捍卫者
b2-1594|un pionero de la aviación=>一位航空先驱;pionero en el uso de=>率先使用
b2-1595|la suma total=>总和;en suma=>总而言之
b2-1596|un cálculo aproximado=>一个粗略计算;hacer cálculos=>盘算
b2-1597|una muestra representativa=>一个代表性样本;a muestra de=>以示
b2-1598|limpiar el polvo=>擦灰;levantar polvo=>扬起灰尘
b2-1599|el murmullo del río=>河水的潺潺;un murmullo de protesta=>一片低声抱怨
b2-1600|morir de sed=>渴死了;la sed de saber=>求知若渴
b2-1601|una colisión frontal=>一次正面相撞;la colisión de intereses=>利益冲突
b2-1602|la cohesión del equipo=>团队的凝聚力;fortalecer la cohesión social=>增强社会凝聚力
b2-1603|el escepticismo general=>普遍的怀疑;mirar con escepticismo=>将信将疑
b2-1604|un carpintero de obra=>一位工地木匠;trabajar de carpintero=>做木匠
b2-1605|la fragua del herrero=>铁匠的锻炉
b2-1606|el sastre del barrio=>街区的裁缝
b2-1607|una modista de alta costura=>一位高定时装师
b2-1608|llevar los zapatos al zapatero=>把鞋送到鞋匠那里
b2-1609|un panadero madrugador=>一位起早贪黑的面包师
b2-1610|el carnicero del mercado=>市场的肉贩
b2-1611|comprar en la frutería=>在水果店买水果;el frutero de la esquina=>街角水果摊主
b2-1612|una repostera de bodas=>一位婚礼糕点师
b2-1613|un vendedor ambulante de helados=>一个卖冰淇淋的流动小贩
b2-1614|pregonar a los cuatro vientos=>四处宣扬
b2-1615|el mecánico arregló el motor=>机械师修好了发动机
b2-1616|un pintor de brocha gorda=>一个油漆工;pintor de paisajes=>一位风景画家
b2-1617|el maquinista del tren=>火车司机
b2-1618|un auxiliar de vuelo amable=>一位亲切的空乘
b2-1619|trabajar de topógrafo=>当测量员
b2-1620|un minero del carbón=>一位煤矿矿工
b2-1621|un leñador del bosque=>一位伐木工
b2-1622|un pastor de ovejas=>一位牧羊人
b2-1623|un rebaño de ovejas=>一群羊;pastorear el rebaño=>放羊
b2-1624|un granjero lechero=>一位奶农
b2-1625|el jardinero municipal=>市政园丁
b2-1626|un forestal de la zona=>本区林业员
b2-1627|una consulta del oculista=>一次眼科门诊
b2-1628|una pediatra de cabecera=>一位儿科家庭医生
b2-1629|consultar al traumatólogo=>看骨科医生
b2-1630|el celador del hospital=>医院的护工
b2-1631|un guardia civil de tráfico=>一名交通宪警
b2-1632|un soldado raso=>一名列兵;soldados en campaña=>出征的士兵
b2-1633|un mensajero en bici=>一个骑车的快递员
b2-1634|un guía turístico local=>一位本地导游
b2-1635|el bedel de la universidad=>大学门房
b2-1636|el bibliotecario me recomendó un libro=>图书管理员给我荐了一本书
b2-1637|un directivo de la empresa=>一位公司高管
b2-1638|un ejecutivo joven=>一位年轻白领
b2-1639|un asistente virtual=>一位虚拟助理;el asistente del director=>总监助理
b2-1640|un administrativo del ayuntamiento=>一名市政文员
b2-1641|un consultor externo=>一位外部顾问
b2-1642|un agente inmobiliario=>一位房产中介
b2-1643|un relojero suizo=>一位瑞士钟表匠
b2-1644|un joyero de confianza=>一位信得过的珠宝商
b2-1645|la óptica del barrio=>街区的眼镜店;graduarme en la óptica=>在眼镜店验光
b2-1646|un intérprete simultáneo=>一位同声传译
b2-1647|una azafata de tierra=>一位地勤
b2-1648|una comadrona experimentada=>一位经验丰富的助产士
b2-1649|la taquillera del cine=>影院售票员
b2-1650|una limpiadora de oficinas=>一位办公楼保洁
b2-1651|una cuidadora de ancianos=>一位老人照护者
b2-1652|trabajar a turno de noche=>上夜班;el turno de noche agota=>夜班熬人
b2-1653|hacer guardia=>值班;hacer guardia en el hospital=>在医院值班
b2-1654|cobrar por horas=>按小时计酬
b2-1655|un dolor de sien=>太阳穴疼
b2-1656|un masaje en la nuca=>后颈按摩
b2-1657|apoyarse en los codos=>用手肘撑着
b2-1658|olor de axilas=>腋下的味道
b2-1659|una operación de cadera=>髋部手术
b2-1660|un tirón en el muslo=>大腿拉伤
b2-1661|una pantorrilla musculada=>一块结实的小腿肚
b2-1662|un espolón en el talón=>脚后跟骨刺
b2-1663|la planta del pie=>脚掌;caminar descalzo por la planta del pie=>光脚踩脚掌走路
b2-1664|los dedos del pie=>脚趾;dedos del pie fríos=>脚趾冰凉
b2-1665|un tatuaje en el antebrazo=>前臂纹身
b2-1666|una clavícula rota=>锁骨骨折
b2-1667|una costilla fisurada=>一根骨裂的肋骨
b2-1668|un pecho ancho=>宽阔的胸膛;con el pecho hinchado=>挺起胸膛
b2-1669|el vientre de la bestia=>兽腹之地（书面比喻）
b2-1670|una cintura de avispa=>蜂腰;medir la cintura=>量腰围
b2-1671|un piercing en el ombligo=>肚脐钉
b2-1672|un hígado graso=>脂肪肝
b2-1673|un cálculo renal=>肾结石;un riñón de repuesto=>一枚移植肾
b2-1674|una inflamación de los intestinos=>肠道发炎
b2-1675|una operación de vesícula=>胆囊手术
b2-1676|el páncreas produce insulina=>胰腺分泌胰岛素
b2-1677|un trasplante de médula=>骨髓移植;la médula espinal=>脊髓
b2-1678|una vena varicosa=>一条曲张的静脉
b2-1679|una arteria obstruida=>一条堵塞的动脉
b2-1680|una lesión del tendón=>肌腱损伤
b2-1681|un esguince de ligamento=>韧带扭伤
b2-1682|un desgarro de cartílago=>软骨撕裂
b2-1683|los poros abiertos=>粗大的毛孔
b2-1684|un vello facial=>一根面部汗毛
b2-1685|una pestaña postiza=>假睫毛;pestañas largas=>长长的睫毛
b2-1686|un párpado caído=>下垂的眼睑
b2-1687|las pupilas dilatadas=>放大的瞳孔
b2-1688|un desprendimiento de retina=>视网膜脱落
b2-1689|perforar el tímpano=>鼓膜穿孔
b2-1690|unas encías sangrantes=>出血的牙龈
b2-1691|una muela del juicio=>一颗智齿;sacarse una muela=>拔一颗臼齿
b2-1692|el colmillo del vampiro=>吸血鬼的尖牙
b2-1693|un paladar exquisito=>挑剔的好品味;el paladar blando=>软腭
b2-1694|una inflamación de la tráquea=>气管发炎
b2-1695|un cuerpo extraño en el esófago=>食道异物
b2-1696|una afección de la laringe=>喉部疾患
b2-1697|unas cuerdas vocales dañadas=>受损的声带
b2-1698|una axila derecha sensible=>右腋下过敏
b2-1699|un pómulo marcado=>高颧骨
b2-1700|un moretón en el brazo=>胳膊上一块淤青
b2-1701|un cardenal en la pierna=>腿上一块淤血（书面）
b2-1702|una esquimosis extensa=>大范围瘀斑（医学）
b2-1703|un callo en el pie=>脚上的一块老茧
b2-1704|una jaqueca terrible=>偏头痛犯得厉害
b2-1705|un esguince de muñeca=>手腕扭伤
b2-1706|una luxación de hombro=>肩膀脱臼
b2-1707|una fractura de fémur=>股骨骨折
b2-1708|caminar con muletas=>拄拐行走
b2-1709|una silla de ruedas eléctrica=>一台电动轮椅
b2-1710|cambiar el apósito=>换敷料
b2-1711|una sutura de diez puntos=>十针缝合
b2-1712|quitar los puntos de sutura=>拆线
b2-1713|un vendaje compresivo=>加压包扎
b2-1714|ponerse una curita=>贴个创可贴
b2-1715|un termómetro digital sin mercurio=>一支无汞电子体温计
b2-1716|una pulsera identificativa del recién nacido=>新生儿身份腕带
b2-1717|el parte médico del accidente=>事故医疗报告
b2-1718|una receta médica con antibiótico=>一张开抗生素的处方
b2-1719|pedir la baja médica=>请病假;estar de baja médica=>正休病假
b2-1720|una lumbalgia crónica=>慢性腰痛
b2-1721|una cervicalgia matutina=>晨起颈痛
b2-1722|artrosis de rodilla=>膝骨关节炎
b2-1723|una artritis reumatoide=>类风湿关节炎
b2-1724|prevenir la osteoporosis=>预防骨质疏松
b2-1725|diabetes tipo 2=>二型糖尿病;controlar la diabetes=>控制血糖
b2-1726|sufrir hipertensión=>患高血压
b2-1727|una anemia ferropénica=>缺铁性贫血
b2-1728|un golpe de insolación=>中暑;sufrir una insolación=>中暑了
b2-1729|un caso de hipotermia=>一例失温症
b2-1730|una conmoción cerebral leve=>轻度脑震荡
b2-1731|una cicatrización lenta=>愈合缓慢
b2-1732|fortalecer el sistema inmunológico=>增强免疫系统
b2-1733|bajar las defensas=>抵抗力下降;subir las defensas=>提升抵抗力
b2-1734|los glóbulos rojos transportan oxígeno=>红细胞运氧
b2-1735|un aumento de glóbulos blancos=>白细胞升高
b2-1736|un recuento bajo de plaquetas=>血小板计数偏低
b2-1737|una donación de sangre voluntaria=>一次自愿献血
b2-1738|¿cuál es tu grupo sanguíneo?=>你什么血型
b2-1739|una picadura de mosquito=>一个蚊子包
b2-1740|una hilera de hormigas=>一队蚂蚁
b2-1741|un avispero en el tejado=>屋顶一个马蜂窝
b2-1742|una mariposa nocturna=>一只夜蛾
b2-1743|un escarabajo pelotero=>一只屎壳郎
b2-1744|una telaraña con araña=>一张带蜘蛛的蛛网
b2-1745|avanzar como un caracol=>慢得像蜗牛
b2-1746|una lombriz de tierra=>一条蚯蚓
b2-1747|una bandada de gaviotas=>一群海鸥
b2-1748|el gorrión común=>家麻雀
b2-1749|una cigüeña en el campanario=>钟楼上的一只鹳
b2-1750|una garza real=>一只苍鹭
﻿b2-1751|el ulular del búho=>猫头鹰的叫声;un búho real=>一只雕鸮
b2-1752|un murciélago vampiro=>一只吸血蝙蝠
b2-1753|una ardilla roja=>一只红松鼠
b2-1754|un topo ciego=>一只看不见的鼹鼠
b2-1755|un erizo enano=>一只小刺猬;erizo de mar=>海胆
b2-1756|una cabra montés=>一只野山羊;leche de cabra=>羊奶
b2-1757|un rebaño de ovejas=>一群羊;pastor de rebaños=>牧羊人
b2-1758|un toro de lidia=>一头斗牛;corrida de toros=>斗牛表演
b2-1759|una yegua de pura sangre=>一匹纯血母马
b2-1760|un potro salvaje=>一匹野马驹;domar al potro=>驯马驹
b2-1761|un zorro astuto=>一只狡猾的狐狸
b2-1762|una manada de jabalíes=>一群野猪
b2-1763|avistar un corzo=>远远望见一只狍子
b2-1764|un ciervo bramando=>一头嘶鸣的公鹿
b2-1765|correr como una liebre=>跑得飞快
b2-1766|un lagarto ocelado=>一只珠蜥
b2-1767|una lagartija en la pared=>墙上一只壁虎
b2-1768|cambiar de color como un camaleón=>像变色龙一样变色
b2-1769|un sapo feo=>一只丑蛤蟆
b2-1770|lágrimas de cocodrilo=>鳄鱼的眼泪
b2-1771|un pulpo a la gallega=>加利西亚章鱼
b2-1772|calamares a la romana=>炸鱿鱼圈
b2-1773|un cangrejo de río=>一只小龙虾
b2-1774|una gamba roja=>一只红虾
b2-1775|unas almejas al vapor=>清蒸蛤蜊
b2-1776|un erizo de mar pinchudo=>一只扎人的海胆
b2-1777|una estrella de mar de cinco puntas=>一只五角海星
b2-1778|una medusa en la playa=>海滩上一只水母
b2-1779|el plancton marino=>海洋浮游生物
b2-1780|la ballena azul=>蓝鲸
b2-1781|una foca del Ártico=>一只北极海豹
b2-1782|un bosque de robles=>一片橡树林;un roble centenario=>一棵百年橡树
b2-1783|una encina mediterránea=>一棵地中海圣栎
b2-1784|un pino piñonero=>一棵果松;piñones del pino=>松子
b2-1785|un olmo enfermo=>一棵患病的榆树
b2-1786|la sombra del fresno=>白蜡树的树荫
b2-1787|un sauce llorón junto al río=>河边一棵垂柳
b2-1788|una acacia en flor=>一棵开花的洋槐
b2-1789|un almendro en flor=>一棵开花的杏树
b2-1790|un limonero en el patio=>院里一棵柠檬树
b2-1791|un manzano cargado de manzanas=>一棵硕果累累的苹果树
b2-1792|un peral del huerto=>果园里一棵梨树
b2-1793|un ciruelo rojo=>一棵紫叶李
b2-1794|un melocotonero en flor=>一棵盛开的桃树
b2-1795|una parra en el patio=>院里一架葡萄藤
b2-1796|la hiedra trepa por la pared=>常春藤爬满墙
b2-1797|una piedra cubierta de musgo=>一块覆满苔藓的石头
b2-1798|un helecho silvestre=>一株野生蕨
b2-1799|picar una ortiga=>被荨麻蜇了
b2-1800|un cardo espinoso=>一株多刺的蓟
b2-1801|un campo de amapolas=>一片虞美人花田
b2-1802|arrancar los pétalos de una margarita=>摘雏菊花瓣占卜
b2-1803|el aroma del jazmín=>茉莉的香气
b2-1804|un campo de lavanda=>一片薰衣草田
b2-1805|una ramita de romero=>一小枝迷迭香
b2-1806|albahaca fresca=>新鲜罗勒
b2-1807|cilantro picado=>切碎的香菜
b2-1808|un té de menta=>一杯薄荷茶
b2-1809|tomillo silvestre=>野生百里香
b2-1810|orégano en la pizza=>披萨上的牛至
b2-1811|un mojito de hierbabuena=>一杯留兰香莫吉托
b2-1812|una cesta de juncos=>一只灯芯草篮
b2-1813|una espiga de trigo=>一穗小麦
b2-1814|recoger bellotas=>捡橡果;los cerdos comen bellotas=>猪吃橡果
b2-1815|una seta de cardo=>一朵牡蛎菇
b2-1816|un champiñón silvestre=>一朵野生蘑菇
b2-1817|un hongo venenoso=>一朵毒菌
b2-1818|la resina del pino=>松脂
b2-1819|la savia de los árboles=>树的汁液
b2-1820|las raíces del árbol=>树的根;las raíces del problema=>问题的根源
b2-1821|el tronco del árbol=>树干;el tronco común=>共同主干
b2-1822|una rama gruesa=>一根粗枝;la rama científica=>理科方向
b2-1823|la corteza del árbol=>树皮
b2-1824|las hojas secas del otoño=>秋天的枯叶;una hoja de papel=>一张纸
b2-1825|un tallo verde=>一根绿茎
b2-1826|sembrar la semilla=>播种;una semilla de girasol=>一颗葵花籽
b2-1827|un tallo nuevo del rosal=>玫瑰的新芽
b2-1828|la siembra de primavera=>春播
b2-1829|la cosecha de uva=>葡萄采收季;una buena cosecha=>一次好收成
b2-1830|un invernadero de tomates=>一个番茄温室;efecto invernadero=>温室效应
b2-1831|abono orgánico natural=>天然有机肥
b2-1832|una plaga de langostas=>一场蝗灾
b2-1833|un pesticida natural=>一种天然杀虫剂
b2-1834|el origen del universo=>宇宙的起源
b2-1835|una galaxia espiral=>一个旋涡星系
b2-1836|la Vía Láctea=>银河
b2-1837|un satélite artificial=>一颗人造卫星;un satélite de comunicación=>一颗通信卫星
b2-1838|un eclipse solar total=>一次日全食;un eclipse lunar=>一次月食
b2-1839|el cometa Halley=>哈雷彗星
b2-1840|un asteroide potencialmente peligroso=>一颗潜在危险小行星
b2-1841|pedir un deseo a una estrella fugaz=>对着流星许愿
b2-1842|una constelación de estrellas=>一个星座
b2-1843|poner en órbita=>送入轨道;en la órbita terrestre=>在地球轨道上
b2-1844|la fuerza de la gravedad=>重力;la gravedad específica=>比重
b2-1845|una bombona de oxígeno=>一罐氧气
b2-1846|explorar el espacio exterior=>探索外太空
b2-1847|lanzar un cohete=>发射火箭
b2-1848|la estación espacial internacional=>国际空间站
b2-1849|poner se el traje espacial=>穿上宇航服
b2-1850|observar las estrellas con un telescopio=>用望远镜观星
b2-1851|un observatorio astronómico=>一座天文台
b2-1852|aficionado a la astronomía=>天文爱好者
b2-1853|una sesión en el planetario=>一场天象馆演示
b2-1854|contemplar la aurora polar=>观赏极光
b2-1855|la atmósfera terrestre nos protege=>地球大气层保护我们
b2-1856|un agujero negro supermasivo=>一个超大质量黑洞
b2-1857|una nebulosa colorida=>一片绚丽星云
b2-1858|la teoría del Big Bang=>大爆炸理论
b2-1859|la telescopía espacial=>太空望远镜技术
b2-1860|una muestra de suelo lunar=>一份月壤样本
b2-1861|flotar en gravedad cero=>在零重力中漂浮
b2-1862|lanzar una sonda espacial=>发射空间探测器
b2-1863|un meteorito caído en el desierto=>一块落在沙漠的陨石
b2-1864|correr un maratón=>跑一场马拉松;un maratón de 42 kilómetros=>一场42公里的马拉松
b2-1865|entrenar para una media maratón=>备战半程马拉松
b2-1866|una pista de atletismo=>一条田径跑道
b2-1867|saltar con pértiga=>撑杆跳
b2-1868|saltar la valla=>跨栏;una valla de madera=>一道木围栏
b2-1869|correr los relevos=>跑接力;coger el testigo=>接棒
b2-1870|una etapa de ciclismo=>一个自行车赛段
b2-1871|una contrarreloj individual=>一场个人计时赛
b2-1872|el pelotón se acerca=>主集团追近了
b2-1873|patinaje sobre hielo=>滑冰;patinaje artístico=>花样滑冰
b2-1874|esquí alpino=>高山滑雪;esquí de fondo=>越野滑雪
b2-1875|una tabla de snowboard=>一块单板
b2-1876|hacer senderismo=>徒步;una ruta de senderismo=>一条徒步路线
b2-1877|una ruta de montaña señalizada=>一条有标识的山线
b2-1878|dormir en un refugio de montaña=>在山间小屋过夜
b2-1879|abrocharse el arnés=>扣好安全带
b2-1880|un mosquetón de seguridad=>一把安全铁锁
b2-1881|bajar en rapel=>速降下降
b2-1882|una vía ferrata vertical=>一条陡直铁道攀登线
b2-1883|un piolet afilado=>一把冰镐
b2-1884|ponerse los crampones=>穿上冰爪
b2-1885|una grieta del glaciar=>一道冰裂缝
b2-1886|un alud de nieve=>一场雪崩;morir en un alud=>葬身雪崩
b2-1887|hacer acampada libre=>野外露营
b2-1888|montar la tienda de campaña=>搭帐篷
b2-1889|una linterna frontal potente=>一盏强光头灯
